Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Sussex Community NHS Trust,27/11/2013,AUC Additions,Balance Sheet,GREGORY HAVANT LTD,17060212,31469.94
Department of Health,Sussex Community NHS Trust,15/11/2013,AUC Additions,Balance Sheet,NHS SURREY AND SUSSEX CSU,17024105,37169.44
Department of Health,Sussex Community NHS Trust,13/11/2013,AUC Additions,Balance Sheet,PD HARRIS (HENFIELD) LTD,17031039,56365.98
Department of Health,Sussex Community NHS Trust,13/11/2013,AUC Additions,Balance Sheet,TASKER CONSTRUCTION,17024605,82797.23
Department of Health,Sussex Community NHS Trust,06/11/2013,Bldg/Eng Equip Maint/Rep,Building Team,BSW BUILDING SERVICES LTD,16997325,54715.98
Department of Health,Sussex Community NHS Trust,15/11/2013,Consultant,Medical,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,17009215,33839
Department of Health,Sussex Community NHS Trust,20/11/2013,Continence Products,Continence Home Delivery,PAUL HARTMANN LTD,17042410,42574.32
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Arundel D Hosp WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,2634.45
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Bognor WM MIU WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,567
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Bognor WM Med Derm WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,138.6
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Bognor WM Outpatients WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,26.25
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Chronic Pain WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,302.4
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Dental Services,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,76.65
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Don Baines Ward WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,4519.2
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Heart Failure North,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,22.05
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Horizon Unit   WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,4011
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Horsham Comm Nurse Team,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,114.45
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Horsham Hosp MIU WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,572.25
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,IC South WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,3.15
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Lane Bray Ward WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,22082.55
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Leslie Smith Ward WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,2650.2
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,MSK - PCIS (Crawley) WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,4.2
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,MSK - PCIS (W) WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,456.75
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Macmillan WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,51.45
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Midhurst C Hosp WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,1851.15
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Occupational Health WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,371.7
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,RAIT Coastal South,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,39.9
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,S Comm Neuro Team WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,160.65
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,S Podiatry WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,949.2
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,SCD Dental L/hampton WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,16.8
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,SCD Hospital GA WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,4.2
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Salvington Lodge WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,3083.85
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,School Nursing - South WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,7.35
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,Specialist Continuing Care,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,194.25
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,The Cherries WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,2.1
Department of Health,Sussex Community NHS Trust,01/11/2013,Drugs,VW Arun WS,WESTERN SUSSEX HOSPITALS NHS TRUST,16984936,30.45
