Department,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID,DFID,04/09/2017,Hotels - Accommodation only ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,202410-109,£733.66,
DFID,DFID,04/09/2017,Air fares ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,202410-109,£908.87,
DFID,DFID,04/09/2017,Air fares ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-133 ,£947.77,
DFID,DFID,04/09/2017,Air fares ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-134 ,£835.17,
DFID,DFID,04/09/2017,Hotels - Accommodation only ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-134 ,£561.57,
DFID,DFID,04/09/2017,Air fares ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-134 ,£923.47,
DFID,DFID,04/09/2017,Hotels - Accommodation only ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-134 ,£584.91,
DFID,DFID,04/09/2017,Air fares ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-134 ,£712.47,
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,"£3,326.97",
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,£685.77,
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,£614.80,
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,£614.80,
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,£560.90,
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,"£1,034.67",
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,"£3,326.97",
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,£560.90,
DFID,DFID,04/09/2017,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,100084-101 ,£681.07,
DFID,DFID,04/09/2017,Air fares ,Conflict  Humanitarian  Security & Stabilisation Division ,Corporate Travel Provider ,100049-102 ,£660.27,
DFID,DFID,04/09/2017,Hotels - Accommodation only ,Research and Evidence Division ,Corporate Travel Provider ,100088-101 ,£680.00,
DFID,DFID,04/09/2017,Hotels - Accommodation only ,Policy Division ,Corporate Travel Provider ,100098-101 ,"£1,409.88",
DFID,DFID,04/09/2017,Hotels - Accommodation only ,Policy Division ,Corporate Travel Provider ,100098-101 ,"£1,099.54",
DFID,DFID,04/09/2017,Air fares ,Policy Division ,Corporate Travel Provider ,100098-101 ,£611.07,
DFID,DFID,04/09/2017,Air fares ,Policy Division ,Corporate Travel Provider ,100098-101 ,£620.99,
DFID,DFID,04/09/2017,Air fares ,International Relations Division ,Corporate Travel Provider ,100111-101 ,£675.07,
DFID,DFID,04/09/2017,Air fares ,International Relations Division ,Corporate Travel Provider ,100120-102 ,£688.07,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£580.77,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£580.77,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£546.77,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,"£2,555.51",
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£580.77,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£762.87,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£762.87,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£780.79,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£593.28,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£704.57,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£621.46,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£621.46,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,"£1,735.10",
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£626.77,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£780.79,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£780.79,
DFID,DFID,04/09/2017,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,"£1,524.53",
DFID,DFID,04/09/2017,Computer Consumables ,Internal Audit ,MA Ltd,100121-101 ,"£1,032.00",
DFID,DFID,04/09/2017,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£809.77,
DFID,DFID,04/09/2017,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£681.17,
DFID,DFID,04/09/2017,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£681.17,
DFID,DFID,04/09/2017,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£533.57,
DFID,DFID,04/09/2017,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,"£1,212.97",
