Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,ADDITIONS - INFORMATION TECHNOLOGY,CENTRAL FINANCE,EUROPEAN ELECTRONIQUE LTD,1474499,137947.07,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,ADDITIONS - INFORMATION TECHNOLOGY,CENTRAL FINANCE,EUROPEAN ELECTRONIQUE LTD,1474595,161752.93,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,RENT,CENTRAL FINANCE,ESH SPACE THE PARK LTD,6,172274.35,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/01/2011,GLOBAL SUM,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,61,85992,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/01/2011,PREMISES - NOTIONAL RENTS,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,61,17059,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/01/2011,QUALITY ASPIRATION,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,61,3749,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,GLOBAL SUM,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,63,85992,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,PREMISES - NOTIONAL RENTS,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,63,17059,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,QUALITY ASPIRATION,PRIMARY CARE FINANCE,FREEMAN CLINICS LTD,63,3749,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/15/11,ADVERTISING AND STAFF RECRUITMENT,CENTRAL FINANCE,EXCLAIM ADVERTISING,10834,63133.2,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,AUDIT FEES : STATUTORY,CENTRAL FINANCE,DELOITTE LLP,1110636990,73305.6,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/01/2011,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NORTHUMBRIA PROBATION TRUST,12006,91647.36,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/15/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,122135,115823,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/24/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,122160,132058,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/24/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,122161,88433,
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/24/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,122162,37295
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/24/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,SUNDERLAND TEACHING PCT,12853,508812
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/18/11,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,144335,46192.64
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,ST OSWALDS HOSPICE,1759,50132.13
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,NECA (SERVICES) LTD,177,61535.63
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/25/11,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,ST OSWALDS HOSPICE,1799,50132.13
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/18/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,288568.38
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/31/11,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,192930.84
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/31/11,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,32358
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/31/11,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,70500
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/18/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,227576.15
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/18/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,196139.65
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/22/11,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,34322.34
Department of Health,NEWCASTLE PCT (COMMISSIONING),03/18/11,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12,243693.64
