"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","Human Fertilisation and Embryology Authority","Chief Executive's Office","CEO-0-1","Band 4","42970","71440","Senior HR Manager","2.00","Human Resources"
"Department of Health","Human Fertilisation and Embryology Authority","Chief Executive's Office","CEO-0-1","Band 3","27440","50730","Private Secretary","1.00","Planning"
"Department of Health","Human Fertilisation and Embryology Authority","Chief Executive's Office","CEO-0-1","Band 2","19680","37280","HR Officer","5.13","Human Resources"
"Department of Health","Human Fertilisation and Embryology Authority","Finance and Facilities","FAFIT-D-13","Band 4","42970","71440","Senior IT Manager","4.00","Information Technology"
"Department of Health","Human Fertilisation and Embryology Authority","Finance and Facilities","FAFIT-D-13","Band 3","27440","50730","IT Manager","8.00","Information Technology"
"Department of Health","Human Fertilisation and Embryology Authority","Finance and Facilities","FAFIT-D-13","Band 2","19680","37280","Finance Officer","3.69","Finance"
"Department of Health","Human Fertilisation and Embryology Authority","Finance and Facilities","FAFIT-D-13","Band 1","15020","24330","Finance Support Officer","1.00","Finance"
"Department of Health","Human Fertilisation and Embryology Authority","Strategy and Information","CEO-0-1","Band 4","42970","71440","Senior Policy Adviser","2.00","Policy"
"Department of Health","Human Fertilisation and Embryology Authority","Strategy and Information","CEO-0-1","Band 3","27440","50730","Policy Adviser","7.00","Policy"
"Department of Health","Human Fertilisation and Embryology Authority","Strategy and Information","CEO-0-1","Band 2","19680","37280","Knowledge Information Management Manager","8.50","Knowledge and Information Management (KIM)"
"Department of Health","Human Fertilisation and Embryology Authority","Compliance","COMP-D-37","Band 4","42970","71440","Senior Operational Manager","2.00","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Compliance","COMP-D-37","Band 3","27440","50730","Operational Manager","13.50","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Compliance","COMP-D-37","Band 2","19680","37280","Operations Support Officer","3.00","Operational Delivery"
