#,Search Term,Number of Searches,,,,,,,,
1,jobs,"2,313",,,,,,,,
2,student finance,"1,531",,,,,,,,
3,tax disc,"1,262",,,,,,,,
4,[None],"1,260",,,,,,,,
5,sorn,"1,208",,,,,,,,
6,car tax,"1,119",,,,,,,,
7,income support,999,,,,,,,,
8,dvla,713,,,,,,,,
9,attendance allowance,694,,,,,,,,
10,dla,603,,,,,,,,
11,jsa,602
12,job seekers allowance,601
13,theory test,586
14,passport,582
15,housing benefit,572
16,taxdisc,529
17,tax,525
18,road tax,501
19,esa,466
20,bank holidays,408
21,job,399
22,carers allowance,398
23,jobseekers allowance,392
24,crisis loan,369
25,working tax credit,368
26,v62,360
27,child benefit,357
28,change of address,353
29,cv,349
30,tax credits,345
31,redundancy,330
32,mot,326
33,benefits,324
34,bank holiday payments,313
35,national insurance,313
36,pension credit,303
37,driving test,300
38,all jobs,299
39,job search,284
40,forms,276
41,council tax,273
42,minimum wage,265
43,child tax credit,256
44,driving licence,253
45,incapacity benefit,246
46,passports,239
47,working tax credits,238
48,budgeting loan,235
49,job seekers,226
50,royal wedding,225
51,maternity,224
52,student finance calculator,219
53,employment and support allowance,217
54,grants,212
55,ssp,211
56,community care grant,211
57,loans,202
58,national insurance number,201
59,jobseekers,199
60,self employed,194
61,self employment,193
62,student loan,193
63,disability living allowance,190
64,student,185
65,c,184
66,change address,182
67,sick pay,182
68,social fund,178
69,v5c,178
70,v10,176
71,power of attorney,175
72,bank holiday,171
73,divorce,168
74,maternity allowance,167
75,vat,163
76,maternity leave,160
77,d1,160
78,crb,160
79,pension forecast,160
80,v14,156
81,provisional,154
82,pff2,153
83,practical test,151
84,driving,146
85,e111,145
86,ema,145
87,apprenticeships,143
88,book theory test,142
89,calculator,142
90,pensions,141
91,cleaner,140
92,theory,136
93,maternity pay,135
94,holiday entitlement,134
95,v317,131
96,state pension,131
97,pension,129
98,job centre,128
99,child tax credits,128
100,ESA,127
101,holidays,126
102,death,125
103,tax credit,124
104,pn1,124
105,student loans,124
106,passport fees,122
107,probate,122
108,v5,122
109,dsa,121
110,maternity grant,118
111,employment support allowance,116
112,paternity leave,114
113,disability,113
114,lasting power of attorney,113
115,census,112
116,smp,112
117,income tax,111
118,contact,110
119,childcare,109
120,warehouse,108
121,crisis loans,106
122,housing,106
123,tax refund,105
124,widows pension,104
125,vehicle check,104
126,childminders,103
127,log book,103
128,log in,102
129,provisional licence,102
130,cbt,101
131,driving license,99
132,birth certificate,98
133,sure start maternity grant,98
134,vic,97
135,loan,97
136,job centre plus,96
137,vehicle enquiry,96
138,benefit fraud,96
139,blue badge,95
140,p60,95
141,phone number,95
142,cleaning,93
143,s,93
144,retail,93
145,bus pass,92
146,j,91
147,rapid reclaim,91
148,gateway,91
149,jobcentre plus,91
150,payment dates,90
151,tax codes,89
152,maintenance grant,89
153,carers,88
154,benefit calculator,87
155,contact number,86
156,statutory sick pay,85
157,passport renewal,85
158,fees,85
159,budgeting loans,84
160,job vacancies,84
161,mobility allowance,84
162,dwp,83
163,driving jobs,83
164,tax disk,82
165,tax car,81
166,housing benefits,81
167,d1 form,80
168,tax rebate,80
169,employment,78
170,holiday pay,78
171,gl24,78
172,security,77
173,social services,77
174,provisional license,77
175,council tax benefit,76
176,ni,76
177,phone numbers,75
178,pension credits,75
179,holiday,74
180,payments,74
181,grant,74
182,vacancies,73
183,change,73
184,savings credit,73
185,incapacity,73
186,www.direct.gov.uk/taxdisc,72
187,jobcentre,72
188,lpa,71
189,login,71
190,jo,70
191,current year income assessment form,70
192,motability,69
193,enduring power of attorney,69
194,birth certificates,69
195,vehicle tax,69
196,tax return,69
197,apprenticeship,68
198,book practical test,68
199,csa,68
200,sure start,68
201,benefits calculator,68
202,t,68
203,public holidays,68
204,mobility,68
205,signing on,66
206,motoring,66
207,tax code,66
208,debt,66
209,ehic,66
210,unemployment benefit,66
211,b,66
212,cleaning jobs,65
213,hgv,65
214,hmrc,65
215,visa,64
216,speed limits,64
217,template letters,64
218,d798,64
219,p,63
220,marriage,62
221,dvla address,62
222,v55/5,62
223,st,62
224,paternity,62
225,practical driving test,62
226,ni number,61
227,government gateway,61
228,address,61
229,car tax refund,60
230,maintenance loan,59
231,lost driving licence,59
232,d,59
233,tupe,59
234,change of circumstances,59
235,bereavement,58
236,bank holiday pay,58
237,adoption,58
238,parking,57
239,benefit,57
240,complaints,57
241,carer,56
242,lost licence,56
243,application form,56
244,book driving test,56
245,fraud,56
246,contact dvla,56
247,benifits,55
248,sickness benefit,55
249,savings,54
250,training,54
251,budget loan,54
252,lost passport,54
253,pregnancy,54
254,contact us,54
255,v778,54
256,cancellations,54
257,change practical test,53
258,mot check,53
259,br19,53
260,self assessment,53
261,permitted work,53
262,p46,53
263,name change,53
264,courses,52
265,labourer,52
266,signing off,52
267,next step,52
268,Job seekers,52
269,retirement,51
270,deed poll,51
271,education,51
272,new deal,51
273,special support grant,51
274,royal wedding bank holiday,51
275,planning,51
276,ch,51
277,paye,51
278,ipcbr1,51
279,student financ,50
280,paternity pay,50
281,v890,50
282,new claim,50
283,community care grants,50
284,student calculator,49
285,court fees,49
286,national minimum wage,49
287,insurance,49
288,national insurance contributions,49
289,state pension forecast,48
290,Disability living allowance,48
291,construction,48
292,pension forcast,47
293,p45,47
294,free school meals,47
295,disability allowance,47
296,practice theory test,47
297,cv template,46
298,number plates,46
299,jobcentreplus,46
300,car insurance,46
301,towing,46
302,renew driving licence,46
303,european health insurance card,46
304,provisional driving licence,46
305,telephone number,46
306,employment law,45
307,nin,45
308,parental leave,45
309,car,45
310,NATIONAL INSURANCE NUMBER,45
311,warm front,45
312,highway code,44
313,part time,44
314,hazard perception,44
315,job seekers allowence,44
316,EMPLOYMENT AND SUPPORT ALLOWANCE,44
317,sickness,44
318,stamp duty,44
319,employers,43
320,funeral,43
321,a,43
322,lost,43
323,test,43
324,dla rates,43
325,working tax,43
326,court of protection,43
327,back to work,43
328,wedding,43
329,benefit rates,43
330,driving theory test,42
331,child benifit,42
332,data protection,42
333,forms and guides,42
334,av,42
335,passport application form,42
336,jobseeker,42
337,cartax,42
338,lha,42
339,adi,41
340,consumer direct,41
341,nhs,41
342,job seeker allowance,41
343,v62 form,41
344,child care,40
345,unemployed,40
346,employment and support,40
347,change of name,40
348,access to work,40
349,v11,40
350,child tax,40
351,benefits advisor,40
352,passport application,40
353,childminder,40
354,pay a court fine,40
355,data protection act,40
356,hc1,39
357,voluntary redundancy,39
358,h,39
359,changing address,39
360,mortgage,39
361,mot history,39
362,change driving test,39
363,bereavement allowance,39
364,wills,39
365,working time directive,39
366,flexible working,39
367,E111,39
368,register,39
369,pff2 form,38
370,retirement age,38
371,pay court fine,38
372,theory test booking,38
373,statutory maternity pay,38
374,find a job,38
375,ls01,38
376,catering,38
377,housing benifit,38
378,book test,38
379,sign on,38
380,Bank Holiday,38
381,d2,37
382,pgce,37
383,equality act,37
384,unfair dismissal,37
385,motorcycle,37
386,tax online,37
387,hazard perception test,37
388,driver,37
389,refuse collection,37
390,V14,37
391,form d1,37
392,d4,36
393,benefits adviser,36
394,student finace,36
395,dvla local office,36
396,health and safety,36
397,iva,36
398,tax calculator,36
399,winter fuel allowance,36
400,cleaners,36
401,show me tell me,36
402,income,36
403,bursary,36
404,jobseeker allowance,36
405,telephone numbers,36
406,contact numbers,36
407,immigration,36
408,electrician,36
409,CRISIS LOANS,36
410,jobsearch,35
411,low income,35
412,crisis,35
413,school holidays,35
414,cscs card,35
415,tax disc refund,35
416,homeless,35
417,student finance england,35
418,digital tachograph,35
419,redundancy calculator,35
420,care assistant,35
421,car tax bands,35
422,job grant,35
423,lost tax disc,35
424,moving home,34
425,address change,34
426,free prescriptions,34
427,child passport,34
428,digital tachograph card,34
429,voting,34
430,inheritance tax,34
431,deaths,34
432,isa,34
433,job seeker,34
434,warmfront,34
435,opening hours,34
436,connexions,34
