Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DCMS,National Gallery,20/05/2015,Main Contractors,Buildings,Norland Managed Services Limited,10229052,"129,139.09"
DCMS,National Gallery,27/04/2015,Main Contractors,Buildings,Fairhurst Ward Abbotts Ltd.,10228247,"52,000.00"
DCMS,National Gallery,05/05/2015,Contract Security,Security,CIS Security Ltd,10228478,"59,465.32"
DCMS,National Gallery,05/05/2015,Contract Security,Security,CIS Security Ltd,10228476,"65,528.92"
DCMS,National Gallery,12/05/2015,Contract Security,VSS Day Staff,CIS Security Ltd,10228912,"33,915.69"
DCMS,National Gallery,05/05/2015,Rates,Buildings,Westminster City Council Business Rates,10228448,"50,530.50"
DCMS,National Gallery,05/05/2015,Rates,Buildings,Westminster City Council Business Rates,10228451,"388,854.00"
DCMS,National Gallery,12/05/2015,Electricity,Buildings,EDF Energy 1 Limited,10228900,"48,971.12"
DCMS,National Gallery,12/05/2015,Gas,Buildings,Corona Energy Retail 4 Ltd,10228905,"38,284.31"
DCMS,National Gallery,12/05/2015,Transport,Exhibitions,Constantine Limited,10228776,"41,252.26"
DCMS,National Gallery,12/05/2015,Transport,Exhibitions,Constantine Limited,10228779,"41,002.79"
DCMS,National Gallery,05/05/2015,Rent,Buildings,Montagu Evans LLP (rental services),10228437,"143,592.41"
,,,,,,,"1,092,536.41"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,`,,,,
