"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","DVLA","Commercial","203","EO","24600","25809","Procurement Officer","25.23","Procurement"
"Department for Transport","DVLA","Commercial","203","HEO","29241","32367","Procurement Officer","31.23","Procurement"
"Department for Transport","DVLA","Commercial","203","SEO","37428","41173","Senior Procurement Officer","19.27","Procurement"
"Department for Transport","DVLA","Commercial","203","AA","16866","16866","Procurement Support Officer","6.60","Procurement"
"Department for Transport","DVLA","Commercial","203","AO","19873","19873","Procurement Support Officer","16.59","Procurement"
"Department for Transport","DVLA","Commercial","203","Grade 6","57855","66533","Senior Procurement Officer","4.00","Procurement"
"Department for Transport","DVLA","Commercial","203","Grade 7","46696","53700","Senior Procurement Officer","8.51","Procurement"
"Department for Transport","DVLA","Estates","192","EO","24600","25809","Estates Officer","10.99","Property and asset management"
"Department for Transport","DVLA","Estates","192","HEO","29241","32367","Estates Officer","11.70","Property and asset management"
"Department for Transport","DVLA","Estates","192","SEO","37428","41173","Senior Estates Manager","4.00","Property and asset management"
"Department for Transport","DVLA","Estates","192","AA","16866","16866","Estates Support Officer","41.82","Property and asset management"
"Department for Transport","DVLA","Estates","192","AO","19873","19873","Estates Support Officer","21.88","Property and asset management"
"Department for Transport","DVLA","Estates","192","Grade 6","57855","66533","Senior Estates Manager","1.00","Property and asset management"
"Department for Transport","DVLA","Finance","195","EO","24600","25809","Finance Officer","16.49","Finance"
"Department for Transport","DVLA","Finance","195","HEO","29241","32367","Finance Officer","24.01","Finance"
"Department for Transport","DVLA","Finance","195","SEO","37428","41173","Senior Finance  Manager","23.99","Finance"
"Department for Transport","DVLA","Finance","195","AA","16866","16866","Finance Support Officer","14.17","Finance"
"Department for Transport","DVLA","Finance","195","AO","19873","19873","Finance Support Officer","27.15","Finance"
"Department for Transport","DVLA","Finance","195","Grade 6","57855","66533","Senior Finance  Manager","3.00","Finance"
"Department for Transport","DVLA","Finance","195","Grade 7","46696","53700","Senior Finance  Manager","9.30","Finance"
"Department for Transport","DVLA","Human Resources","192","EO","24600","25809","HR Officer","21.48","Human Resources"
"Department for Transport","DVLA","Human Resources","192","HEO","29241","32367","HR Officer","33.56","Human Resources"
"Department for Transport","DVLA","Human Resources","192","SEO","37428","41173","Senior HR Manager","18.52","Human Resources"
"Department for Transport","DVLA","Human Resources","192","AA","16866","16866","HR Support Officer","4.75","Human Resources"
"Department for Transport","DVLA","Human Resources","192","AO","19873","19873","HR Support Officer","11.88","Human Resources"
"Department for Transport","DVLA","Human Resources","192","Grade 6","57855","66533","Senior HR Manager","2.00","Human Resources"
"Department for Transport","DVLA","Human Resources","192","Grade 7","46696","53700","Senior HR Manager","9.81","Human Resources"
"Department for Transport","DVLA","Information Systems","197","EO","24600","25809","IT Manager","103.87","Information Technology"
"Department for Transport","DVLA","Information Systems","197","EO","24600","25809","Project Manager","18.90","Programme and Project Management (PPM)"
"Department for Transport","DVLA","Information Systems","197","HEO","29241","32367","IT Manager","80.81","Information Technology"
"Department for Transport","DVLA","Information Systems","197","HEO","29241","32367","Project Manager","23.00","Programme and Project Management (PPM)"
"Department for Transport","DVLA","Information Systems","197","SEO","37428","41173","Senior IT Manager","132.33","Information Technology"
"Department for Transport","DVLA","Information Systems","197","SEO","37428","41173","Senior Project Manager","40.26","Programme and Project Management (PPM)"
"Department for Transport","DVLA","Information Systems","197","AA","16866","16866","IT Support Officer","7.00","Information Technology"
"Department for Transport","DVLA","Information Systems","197","AO","19873","19873","IT Support Officer","49.27","Information Technology"
"Department for Transport","DVLA","Information Systems","197","AO","19873","19873","Project Support Officer","0.61","Programme and Project Management (PPM)"
