Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Sussex Community NHS Trust,01/08/2014,Rent,NHS Prop Co,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,17628709,80757
Department of Health,Sussex Community NHS Trust,01/08/2014,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,17638595,39986.19
Department of Health,Sussex Community NHS Trust,01/08/2014,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,17638604,35288.72
Department of Health,Sussex Community NHS Trust,01/08/2014,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,17638616,41883.6
Department of Health,Sussex Community NHS Trust,01/08/2014,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,17638627,45418.83
Department of Health,Sussex Community NHS Trust,01/08/2014,Computer Network Costs,IT Management,NHS SOUTH LONDON CSU,17609890,81594.12
Department of Health,Sussex Community NHS Trust,01/08/2014,Services Received - PCTs,IT Management,NHS SOUTH LONDON CSU,17609923,100886
Department of Health,Sussex Community NHS Trust,01/08/2014,Services Received - NHSTs,Bognor WM Radiology WS,WESTERN SUSSEX HOSPITALS NHS TRUST,17614979,48688
Department of Health,Sussex Community NHS Trust,01/08/2014,Drugs,Arun West PaC Team,WESTERN SUSSEX HOSPITALS NHS TRUST,17616429,29.4
Department of Health,Sussex Community NHS Trust,01/08/2014,Drugs,Arundel D Hosp WS,WESTERN SUSSEX HOSPITALS NHS TRUST,17616429,1698.9
Department of Health,Sussex Community NHS Trust,01/08/2014,Drugs,Bognor PaC Team,WESTERN SUSSEX HOSPITALS NHS TRUST,17616429,323.4
Department of Health,Sussex Community NHS Trust,01/08/2014,Drugs,Bognor WM MIU WS,WESTERN SUSSEX HOSPITALS NHS TRUST,17616429,473.55
Department of Health,Sussex Community NHS Trust,01/08/2014,Drugs,Bognor WM Med Derm WS,WESTERN SUSSEX HOSPITALS NHS TRUST,17616429,309.75
