Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
DCLG,STANDARDS FOR ENGLAND,01/11/2011,Professional Fees,Closure Programme Directorate,DTZ DEBENHAM TIE LEUNG LTD,59326,"5,700.00",Costs incurred for professional fees on lease break,EH3 9QG,,,,Administration
DCLG,STANDARDS FOR ENGLAND,02/11/2011,IT Software,Information and Systems,ANCORIS LIMITED,59330,"1,649.40",Web filtering and Malware scanning software renewal,RG12 1BW,,,,Administration
DCLG,STANDARDS FOR ENGLAND,04/11/2011,Outplacement Support,Human Resource,CMC PARTNERSHIP,59331,"2,628.00",Outplacement support for staff being made redundant,SW1V 2AJ,,,,Administration
DCLG,STANDARDS FOR ENGLAND,04/11/2011,Outplacement Support,Human Resource,CMC PARTNERSHIP,59332,"15,456.00",Outplacement support for staff being made redundant,SW1V 2AJ,,,,Administration
DCLG,STANDARDS FOR ENGLAND,01/11/2011,Contract Staff,Strategic Relations Directorate,CAPITA RESOURCING,59333,"1,209.60",Weekly charge for contract staff member,SL6 1DP,,,,Administration
DCLG,STANDARDS FOR ENGLAND,01/11/2011,Professional Fees,Closure Programme Directorate,WYG ENGINEERING LTD,59334,"4,200.00",Fees incureed for mechanical and electrical work,LS6 2UJ,,,,Administration
DCLG,STANDARDS FOR ENGLAND,02/11/2011,Internet Charges,Information and Systems,NODE 4 LIMITED,59338,"2,498.40",Monthly charge for data connection charge to DR site,DE24 8HZ,,,,Administration
DCLG,STANDARDS FOR ENGLAND,03/11/2011,Subscriptions,Strategic Relations Directorate,DURRANTS PRESS CUTTINGS LTD,59341,"1,770.43",Monthly charge for media monitoring service,,,,,Administration
DCLG,STANDARDS FOR ENGLAND,02/11/2011,Service Charges,Facilities,FOCUS CLEANING CONTRACTS LTD,59342,"1,200.00",One off charge for cleaning office space,SK8 7EH,,,,Administration
DCLG,STANDARDS FOR ENGLAND,01/11/2011,Mobile Telephone,Board,ORANGE,59345,17.40,Monthly blackberry mobile charges for remote workers,S98 1DX,,,,Administration
