Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,NORTHRIDGE HEALTHCARE LTD,000018 03 JUN 12," £45,600 ",
Department of Health,NORTH TYNESIDE PCT (COMM),17/07/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,NORTHRIDGE HEALTHCARE LTD,21," £45,600 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,NORTH TYNESIDE HEALTH CARE CIC,011/0072," £40,725 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE FROM VOLUNTARY SECTOR,CONTRACTING FINANCE,MARIE CURIE CANCER CARE,40021," £77,221 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,1000022302," £1,207,000 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,1000022548," £1,207,000 ",
Department of Health,NORTH TYNESIDE PCT (COMM),01/07/2012,EARLY RETIREMENT PAYMENTS,CENTRAL FINANCE,NHS PENSIONS AGENCY,1080611," £294,745 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,123272," £64,900 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,GATESHEAD HEALTH NHS FOUNDATION TRUST,123274," £162,180 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,BARTS AND THE LONDON NHS TRUST,135411," £26,800 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - NHS TRUSTS,CONTRACTING FINANCE,BARTS AND THE LONDON NHS TRUST,135411, £463 ,
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,153784," £161,208 ",
Department of Health,NORTH TYNESIDE PCT (COMM),20/07/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NEWCASTLE CITY COUNCIL,1.80001E+12," £64,000 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,CITY HOSPITALS SUNDERLAND FOUNDATION NHS TRUST,197392," £1,249,853 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,BONDCARE NILERACE LTD,2010349," £64,646 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,BONDCARE NILERACE LTD,2010352," £140,925 ",
Department of Health,NORTH TYNESIDE PCT (COMM),02/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ENGAGE HEALTH LLP,2011/12 ACCRUED FUNDS," £83,614 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE - OTHER NHS BODIES,CONTRACTING FINANCE,DEPARTMENT OF HEALTH,206924," £96,708 ",
Department of Health,NORTH TYNESIDE PCT (COMM),10/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,RIVERSIDE HEALTHCARE LTD TA CHESWOLD PARK HOSPITAL,3085," £53,672 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34943," £90,506 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34944," £463,671 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,35102755," £5,792,258 ",
Department of Health,NORTH TYNESIDE PCT (COMM),24/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3945129," £44,928 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000318629," £42,871 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,430022591," £3,405,148 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,439002093,"-£26,739 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,SERVICES FROM PCTS,CENTRAL FINANCE,SOUTH TYNESIDE PCT,4423," £67,103 ",
Department of Health,NORTH TYNESIDE PCT (COMM),17/07/2012,SERVICES FROM PCTS,CENTRAL FINANCE,SOUTH TYNESIDE PCT,4475," £67,103 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ST ANDREWS HEALTHCARE,50066989," £138,989 ",
Department of Health,NORTH TYNESIDE PCT (COMM),10/07/2012,TAX AND SOCIAL SECURITY COSTS < ONE YEAR,NONE,HM REVENUE AND CUSTOMS,504PT00150304 YR12MTH3," £70,566 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526278," £1,456,562 ",
