Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600070793,6288.49,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600070793,6121.80,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600070793,110672.04,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600070793,1980.99,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600070793,8279.94,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600070793,182.77,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600070793,4435.94,662428530
Dept of Health,MHRA,11/04/2012,Overseas Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600070793,213.00,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600070793,228.80,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600070793,122.40,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600070793,16784.76,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600070793,209.10,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600070793,71.50,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600070793,9.00,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600070793,27.00,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600070793,1044.43,662428530
Dept of Health,MHRA,11/04/2012,UK Travel & Subsistence,Human Resources,FCM TRAVEL SOLUTIONS,600070793,15.40,662428530
Dept of Health,MHRA,12/04/2012,IT Purchases,Information Management,ACCENTURE,600070752,132340.92,788629066
Dept of Health,MHRA,12/04/2012,Third Party IT Contracts,Information Management,GARTNER UK LTD,600070763,61491.60,635878884
Dept of Health,MHRA,12/04/2012,Capital Expenditure,Information Management,ACCENTURE,600070894,47501.92,788629066
Dept of Health,MHRA,12/04/2012,Third Party IT Contracts,Information Management,ACCENTURE,600070895,55305.60,788629066
Dept of Health,MHRA,23/04/2012,Capital Expenditure,Information Management,ACCENTURE,600070908,31356.67,788629066
Dept of Health,MHRA,23/04/2012,Computing Operation Costs,Information Management,ACCENTURE,600070922,667902.36,788629066
Dept of Health,MHRA,27/04/2012,Software & Licenses,Information Management,ACCENTURE,600071274,39859.46,788629066
Dept of Health,MHRA,27/04/2012,Capital Expenditure,Information Management,ACCENTURE,600071274,265729.79,788629066




,,,,,,,,






,,,,,,,,
