Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Portsmouth City Teaching PCT,10/02/2012,Capital Expenditure,Estates Capital Project,Cathedral Works Organisation Ltd,14388245,"75,767.76"
Department of Health,Portsmouth City Teaching PCT,10/02/2012,Capital Expenditure,Estates Capital Project,Cathedral Works Organisation Ltd,14388246,"27,200.46"
Department of Health,Portsmouth City Teaching PCT,10/02/2012,Purchase of Healthcare from Non-NHS Bodies,Strategy and System Management,Complete Care Holdings Ltd,14402821,"26,627.41"
Department of Health,Portsmouth City Teaching PCT,21/02/2012,Purchase of Healthcare from Non-NHS Bodies,Strategy and System Management,Complete Care Holdings Ltd,14457647,"26,227.43"
Department of Health,Portsmouth City Teaching PCT,24/02/2012,Goods and services from Other NHS Bodies,Strategy and System Management,Department Of Health,14474127,"206,428.18"
Department of Health,Portsmouth City Teaching PCT,03/02/2012,Goods and Services from Foundation Trusts,Public Health and Primary Care,Frimley Park Hospital Nhs Foundation Trust,14353735,"26,159.71"
Department of Health,Portsmouth City Teaching PCT,15/02/2012,Healthcare from Other PCTs,Strategy and System Management,Hampshire Primary Care Trust,14419852,"40,862.00"
Department of Health,Portsmouth City Teaching PCT,15/02/2012,Healthcare from Other PCTs,Strategy and System Management,Hampshire Primary Care Trust,14419975,"96,648.00"
Department of Health,Portsmouth City Teaching PCT,17/02/2012,Healthcare from Other PCTs,Strategy and System Management,Hampshire Primary Care Trust,14436092,"1,602,142.00"
Department of Health,Portsmouth City Teaching PCT,14/02/2012,Capital Expenditure,Estates Capital Project,Interserve Construction Ltd,14278422,"22,281.42"
Department of Health,Portsmouth City Teaching PCT,14/02/2012,Premises,Estates and Facilities Management,Interserve Construction Ltd,14278422,"3,187.42"
Department of Health,Portsmouth City Teaching PCT,07/02/2012,Premises,Estates and Facilities Management,Interserve Facilities Management Ltd,14379988,"256,897.02"
