Non-Executive Directors,,,,,,,,
,,,,,,,,
,,,,,,,,
"DFID – Vivienne Cox, Lead Non-Executive Director",,,,,,,,
Business Expenses: October – December 2013,,,,,,,,
,,,,,,,,
Dates,Destination,Purpose,Travel,,,,Other (Including Hospitality Given),Total Cost £
,,,,,,,,
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
None,,,,,,,,
,,,,,,,,
,,,,,,,,
HOSPITALITY RECORD October – December 2013,,,,,,,,
,,,,,,,,
"Vivienne Cox , Lead Non-Executive Director",,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
NONE,,,,,,,,
,,,,,,,,
,,,,,,,,
"DFID – Richard Keys, Non-Executive Director",,,,,,,,
Business Expenses: October – December 2013,,,,,,,,
,,,,,,,,
,,,,,,,,
Dates,Destination,Purpose,Travel,,,,Other (Including Hospitality Given),Total Cost £
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
21/10/2013,London Bridge,Meeting NED on DFID work,-,£13.00,-,-,-,£13.00
01/11/2013,Whitehall,EMC. ,-,£48.97,-,-,-,£48.97
05/11/2013,Whitehall,Operational Excellence Board,-,-,-,-,-,-
11/11/2013,Whitehall,Departmental Board and meeting with NAO,-,£20.15,-,-,-,£20.15
14/11/2013,Whitehall,Audit Committee,-,38.7,-,-,-,38.7
25/11/2013,Whitehall,EMC,,£38.70,,,-,£38.70
16/12/2013,Whitehall,EMC,-,£38.70,-,-,-,£38.70
09/01/2014,Whitehall,Meeting with DFID staff,-,£40.30,-,-,,£40.30
14/01/2014,Whitehall,Audit Committee,-,£40.30,-,-,-,£40.30
20/01/2014,Whitehall,Departmental Board and Risk Management Workshop,-,£40.30,-,-,-,£40.30
,,,,,,,,£319.12
,,,,,,,,
Hospitality record October – December 2013,,,,,,,,
,,,,,,,,
"Richard Keys , Non-Executive Director",,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
None,,,,,,,,
,,,,,,,,
"DFID – Eric Salama, Non-Executive Director",,,,,,,,
Business Expenses: October – December 2013,,,,,,,,
,,,,,,,,
,,,,,,,,
Dates,Destination,Purpose,Travel,,,,Other (Including Hospitality Given),Total Cost £
,,,,,,,,
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
None,,,,,,,,
,,,,,,,,
,,,,,,,,
Hospitalitty record October – December 2013,,,,,,,,
,,,,,,,,
"Eric Salama, Non-Executive Director",,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
None,,,,,,,,
,,,,,,,,
"DFID – Tim Robinson, Non-Executive Director",,,,,,,,
Business Expenses: October – December 2013,,,,,,,,
,,,,,,,,
Dates,Destination,Purpose,Travel,,,,Other (Including Hospitality Given),Total Cost £
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
None,,,,,,,,
,,,,,,,,
Hospitality record October – December 2013,,,,,,,,
,,,,,,,,
"Tim Robinson, Non-Executive Director",,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
None,,,,,,,,
