Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Sussex Community NHS Trust,21/11/2012,Equip Maint Contracts,Wheelchair Serv Adults WS,AJ MOBILITY LTD,15801142,33790.34
Department of Health,Sussex Community NHS Trust,07/11/2012,Wheelchairs,Wheelchairs Services,AJ MOBILITY LTD,15743467,23638.97
Department of Health,Sussex Community NHS Trust,07/11/2012,Social Worker Qualified,Comm Short Term Service,BRIGHTON & HOVE CITY COUNCIL,15735677,26954.05
Department of Health,Sussex Community NHS Trust,07/11/2012,Social Worker Qualified,Rapid Response Service,BRIGHTON & HOVE CITY COUNCIL,15735677,10781.63
Department of Health,Sussex Community NHS Trust,01/11/2012,Other NHS Payables <1Yr,Balance Sheet,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15648820,29351.25
Department of Health,Sussex Community NHS Trust,01/11/2012,Services Received - NHSTs,MSK - PCIS (Vale) WS,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15696974,25034.31
Department of Health,Sussex Community NHS Trust,01/11/2012,Laboratory External Tests,Chlamydia Screening,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15703356,27237.78
Department of Health,Sussex Community NHS Trust,01/11/2012,Other NHS Payables <1Yr,Balance Sheet,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,15648839,-29351.25
Department of Health,Sussex Community NHS Trust,07/11/2012,AUC Additions,Balance Sheet,KELTEC LTD,15597588,50280.00
Department of Health,Sussex Community NHS Trust,14/11/2012,AUC Additions,Balance Sheet,KELTEC LTD,15723394,33120.68
Department of Health,Sussex Community NHS Trust,28/11/2012,External Consultancy Fees,Chief Executive,KPMG LLP,15822618,64334.00
Department of Health,Sussex Community NHS Trust,01/11/2012,Training Expenses,Comm Nursing Training,NHS INSTITUTE FOR INNOVATION & IMPROVEMENT,15566274,30000.00
Department of Health,Sussex Community NHS Trust,21/11/2012,Other NHS Payables <1Yr,Balance Sheet,NHS PROFESSIONALS LTD,15748949,27806.88
Department of Health,Sussex Community NHS Trust,01/11/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15619191,46481.42
Department of Health,Sussex Community NHS Trust,01/11/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15655473,50031.72
Department of Health,Sussex Community NHS Trust,15/11/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15690335,42463.00
Department of Health,Sussex Community NHS Trust,15/11/2012,NonNHS Trade Pybls Curr,Balance Sheet,NHS SUPPLY CHAIN,15729936,55961.52
Department of Health,Sussex Community NHS Trust,21/11/2012,Limbs,Prosthetic Services,OTTO BOCK HEALTHCARE PLC,15801158,54523.93
Department of Health,Sussex Community NHS Trust,07/11/2012,Continence Products,Continence Home Delivery,PAUL HARTMANN LTD,15743398,109100.54
