Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,University Hospitals Birmingham NHS Foundation Trust,2076,2390020
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,NHS Lothian,2076,1923740
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Cambridge University Hospitals NHS Foundation Trust,2076,469679
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Royal Brompton & Harefield  NHS Foundation Trust,2076,446827
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Royal Free Hampstead NHS Trust,2076,415269
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,King's College Hospital NHS Foundation Trust,2076,392355
Department of Health,NHS Blood and Transplant,28/01/2011,EXTERNAL MARKETING SERVICES,Blood Donation,MM TELEPERFORMANCE LTD,1459034,332316.78
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Papworth Hospital NHS Foundation Trust,2076,321951
Department of Health,NHS Blood and Transplant,21/01/2011,EXTERNAL MARKETING SERVICES,Blood Donation,MM TELEPERFORMANCE LTD,1452556,317262.18
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,University Hospital of South Manchester NHS Foundation Trust,2076,262765
Department of Health,NHS Blood and Transplant,21/01/2011,PAY PROVISIONS,NBS and ODT All Areas,MANUAL PAYMENTS,1461081,254800
Department of Health,NHS Blood and Transplant,28/01/2011,POSTAGE,Communication & Public Affairs,STRALFORS,1461596,229252.55
Department of Health,NHS Blood and Transplant,14/01/2011,TEST KITS HEPC,Patient Services,ABBOTT LABORATORIES LTD,1457032,212019.38
Department of Health,NHS Blood and Transplant,07/01/2011,IT SOFTWARE MAINTENANCE,Business Transformation Services,SAVANT LIMITED,1455609,206912.37
Department of Health,NHS Blood and Transplant,21/01/2011,IT COMMUNICATIONS LINKS,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1453066,191637.64
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Oxford Radcliffe Hospitals NHS Trust,2076,185492
Department of Health,NHS Blood and Transplant,21/01/2011,EQUIPMENT MAINTENANCE CONTRACT,Blood Donation,FENWAL EUROPE,1457480,179540
Department of Health,NHS Blood and Transplant,28/01/2011,NBA RECHARGES,Clinical,KINGS COLLEGE LONDON,1461493,159030
Department of Health,NHS Blood and Transplant,21/01/2011,PREMISES MAINTENANCE - MINOR WORKS,Estates & Logistics,KNIGHT ASPHALTE CO LTD,1452109,134253.15
Department of Health,NHS Blood and Transplant,07/01/2011,TEST KITS OTHER,Specialist Services,VH BIO LTD,1455326,126706.15
Department of Health,NHS Blood and Transplant,14/01/2011,EXTERNAL MAILING SERVICES,Blood Donation,MM TELEPERFORMANCE LTD,1452555,120811.15
Department of Health,NHS Blood and Transplant,28/01/2011,MEDIA ADVERTISING,Blood Donation,COI COMMUNICATIONS,1459483,119999.99
Department of Health,NHS Blood and Transplant,14/01/2011,VEHICLE REPAIRS & MAINTENANCE,Estates & Logistics,FRAIKIN LTD,1454239,115021.8
Department of Health,NHS Blood and Transplant,28/01/2011,EXTERNAL MAILING SERVICES,Blood Donation,MM TELEPERFORMANCE LTD,1459035,110021.24
Department of Health,NHS Blood and Transplant,21/01/2011,EXTERNAL MAILING SERVICES,Blood Donation,STRALFORS,1459237,95889.76
Department of Health,NHS Blood and Transplant,14/01/2011,INVENTORY MATERIALS,NBS and ODT All Areas,INOTEC BARCODE SECURITY LTD,1449868,93843.75
Department of Health,NHS Blood and Transplant,21/01/2011,TEST KITS HEPC,Patient Services,ORTHO CLINICAL DIAGNOSTICS,1438524,90799.18
Department of Health,NHS Blood and Transplant,28/01/2011,MEDIA ADVERTISING,Blood Donation,COI COMMUNICATIONS,1458009,89733.06
Department of Health,NHS Blood and Transplant,21/01/2011,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,BT GLOBAL SERVICES,1455637,89702.79
Department of Health,NHS Blood and Transplant,28/01/2011,INVENTORY MATERIALS,NBS and ODT All Areas,CARIDIAN BCT EUROPE NV/SA,1457275,89259.6
Department of Health,NHS Blood and Transplant,07/01/2011,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,BECKMAN COULTER UK LTD,1435507,88125
Department of Health,NHS Blood and Transplant,21/01/2011,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,BECKMAN COULTER UK LTD,1454678,88125
Department of Health,NHS Blood and Transplant,21/01/2011,TELEPHONES,Business Transformation Services,CABLE & WIRELESS COMMUNICATIONS MILTON KEYNES,1453066,82674.37
Department of Health,NHS Blood and Transplant,07/01/2011,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,JAMES MERCER GROUP LTD,1455596,77358.57
Department of Health,NHS Blood and Transplant,21/01/2011,PREMISES MAINTENANCE - MINOR WORKS,Patient Services,INTERSERVE  PROJECT SERVICES LTD,1454115,76466.14
Department of Health,NHS Blood and Transplant,28/01/2011,CARTONS & PACKAGING,Patient Services,VA-Q-TEC AG,1460844,74495.85
Department of Health,NHS Blood and Transplant,28/01/2011,CAPITAL PURCHASES ACCOUNT,NBS and ODT All Areas,FENWAL EUROPE,1458710,73137.4
Department of Health,NHS Blood and Transplant,14/01/2011,TRAVEL AND HOTEL SUSPENSE ACCOUNT,NBS and ODT All Areas,REDFERN TRAVEL LTD,1457035,72129.54
Department of Health,NHS Blood and Transplant,07/01/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1455763,66328.11
Department of Health,NHS Blood and Transplant,28/01/2011,INVENTORY MATERIALS,NBS and ODT All Areas,PALL MEDICAL (PREV. PALL EUROPE LTD),1458615,65269.8
Department of Health,NHS Blood and Transplant,14/01/2011,UKT LIVING DONOR SCHEME CONTRACTS,Organ Donation & Transplantation,University Hospital Birmingham NHS Trust,2068,64739.75
Department of Health,NHS Blood and Transplant,14/01/2011,RENT/LEASE,Estates & Logistics,MWB BUSINESS EXCHANGE,1455198,63330.93
Department of Health,NHS Blood and Transplant,28/01/2011,TRAVEL AND HOTEL SUSPENSE ACCOUNT,NBS and ODT All Areas,EXPOTEL,1457043,62175.13
Department of Health,NHS Blood and Transplant,28/01/2011,EXTERNAL MARKETING SERVICES,Communication & Public Affairs,STRALFORS,1461595,61922.97
Department of Health,NHS Blood and Transplant,28/01/2011,ORGAN RETREIVAL CONTRACTS,Organ Donation & Transplantation,Cardiff and Vale University Health Board,2076,58172
