Period: Aug 2017,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DivinDesc,DeptDesc,DirectDesc,An4Desc,An5Desc,Adesc,,payment_date,voucher_no,order_id,amount,RevCap,apar_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Current Assets,Inventories,Stock Received Suspense,,22/08/2017,10584731,812434,440.00,R,Evolve Corporate Ltd T/A PK Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Current Assets,Inventories,Stock Received Suspense,,22/08/2017,10583899,812435,306.38,R,Tudor Environmental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Current Assets,Inventories,Stock Received Suspense,,29/08/2017,10585572,812464,540.00,R,Ross Farm Machinery Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Catering,Catering,,15/08/2017,10582115,80051434,730.99,R,Servest Catering Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Catering,Catering,,15/08/2017,10582115,80051434,"-3,128.53",R,Servest Catering Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Catering,Catering,,25/08/2017,10582271,80051236,10.50,R,Peter Broughton Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,Catering,Cafe,,08/08/2017,10582110,10080115,32.92,R,H D Adcock (Nelson) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,Catering,Cafe,,22/08/2017,10584599,10079600,61.05,R,Chapple & Jenkins Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,Catering,Cafe,,25/08/2017,10585368,10080465,14.58,R,B Sidoli and Sons Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,Catering,Cafe,,25/08/2017,10585368,10080465,14.58,R,B Sidoli and Sons Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Supplies & Services,Catering,Cafe,,15/08/2017,10582258,10078168,127.78,R,Michael I Holdsworth Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Direct Care Residential,Social Care and Health,Supplies & Services,Catering,Cafe,,08/08/2017,10582204,10079600,-73.45,R,Chapple & Jenkins Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,15/08/2017,10582333,0,78.55,R,Days Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Youth,Enterprise,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/08/2017,10583620,0,155.03,R,Days Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Waste and Street Services,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,08/08/2017,10582441,10078246,900.00,R,Trash UK Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Waste and Street Services,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,22/08/2017,10584829,10078246,900.00,R,Trash UK Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Waste and Street Services,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/08/2017,10584242,10078781,580.00,R,Trash UK Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/08/2017,10583696,0,776.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,29/08/2017,10584884,0,"1,970.00",R,Terrys Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,22/08/2017,10584558,0,"2,555.50",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,15/08/2017,10583284,0,"6,423.00",R,Hancock Coaches / A&M Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,22/08/2017,10584674,0,"1,680.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,01/08/2017,10581379,0,"1,350.00",R,Abergavenny Taxis Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,29/08/2017,10584528,0,130.00,R,Dawsonrentals Bus & Coach Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,22/08/2017,10584747,812131,25.00,R,Gap Group Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,25/08/2017,10584597,812342,"10,641.15",R,A.L.D Plant Hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Highways,Chief Executive's Unit,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,25/08/2017,10580441,811923,"2,230.00",R,Price Bros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Premises,Cleaning and Domestic Supplies,Contract Cleaning - Premises (Direct),,15/08/2017,10582656,10080346,39.40,R,H D Adcock (Nelson) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Premises,Cleaning and Domestic Supplies,Refuse Collection,,18/08/2017,10583650,0,686.37,R,Veolia Environmental Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Premises,Cleaning and Domestic Supplies,Toilet Requisites,,08/08/2017,10581839,80051526,165.00,R,H D Adcock (Nelson) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Premises,Cleaning and Domestic Supplies,Toilet Requisites,,08/08/2017,10582272,80051526,412.50,R,H D Adcock (Nelson) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Premises,Cleaning and Domestic Supplies,Toilet Requisites,,01/08/2017,10581553,80053940,27.50,R,H D Adcock (Nelson) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Leisure Services,Enterprise,Premises,Cleaning and Domestic Supplies,Toilet Requisites,,08/08/2017,10582086,10078163,102.30,R,Phs Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adult Services,Day Centres,Social Care and Health,Premises,Cleaning and Domestic Supplies,Toilet Requisites,,08/08/2017,10582500,10080039,56.94,R,Phs Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tourism Life & Culture,Cultural Services,Enterprise,Supplies & Services,"Clothes, Uniform and Laundry",Clothing And Uniforms,,15/08/2017,10581939,0,358.06,R,Snow White Laundries Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Supplies & Services,Communications and Computing,Telephone - Call Charges,,25/08/2017,10585349,80054177,24.80,R,Contact Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Property Services & Facilities Management,Chief Executive's Unit,Supplies & Services,Communications and Computing,IT Software,,22/08/2017,10582453,0,"1,500.00",R,Cardiff City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Supplies & Services,Communications and Computing,Software Annual,,18/08/2017,10582026,0,"1,997.50",R,GL Education Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Property Services & Facilities Management,Chief Executive's Unit,Supplies & Services,Communications and Computing,Computer Consumables,,22/08/2017,10584561,10080700,34.90,R,Uk Laser Suppliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning & Housing,General Fund Housing,Enterprise,Income,Customer and Client Receipts,External Fee Income,,22/08/2017,10584783,0,-950.00,R,Stannah Stairlifts Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582834,0,"3,379.33",R,Gateway Credit Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Division,Control Dept,Control,Current Liabilities,Short Term Creditors,Resource Link Payments,,11/08/2017,10582831,0,11.43,R,Equitable Life A.S. E0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581586,80053786,600.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,25/08/2017,10581506,80053790,100.75,R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581514,80053788,95.40,R,Academics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/08/2017,10581524,80051495,"4,198.00",R,Supply Desk Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581416,80049295,520.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581427,80049295,476.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10582100,80053190,135.48,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10582107,80053956,677.40,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582520,80054043,87.00,R,Apollo Teaching Services LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582232,80054067,600.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582232,80054067,180.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582232,80054067,600.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581569,80052776,425.00,R,Accent on Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,04/08/2017,10581525,80053159,129.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581390,80053775,80.00,R,Back Office Support Services Ltd (Education Supply Pool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582140,80053658,330.68,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10582199,80053998,385.55,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581843,80054031,345.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/08/2017,10581519,80053707,600.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
