NHS Bournemouth & Poole,,,,,,,
"Spend over £25,000 - Mar 2012",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount 
,,,,,,,
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,ACTIVE ASSISTANCE,511752,"25,496.88"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,BIRDS HILL NURSING HOME,376950,"57,987.47"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,BIRDS HILL NURSING HOME,511769,"33,826.88"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Non Contract ACT NCA,NON CONTRACT ACT NCA,BMI HEALTHCARE COLLECTIONS,352799,"51,074.52"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,BMI Harbour Hospital,BMI HARBOUR HOSPITAL,BMI HEALTHCARE COLLECTIONS,464798,"25,225.86"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,BMI Harbour Hospital,BMI HARBOUR HOSPITAL,BMI HEALTHCARE COLLECTIONS,472978,"69,078.08"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Joint Hlth and Soc Care,JOINT HLTH AND SOC CARE,BOROUGH OF POOLE,335153,"37,500.00"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Managed Programmes,MANAGED PROGRAMMES,BOURNEMOUTH BOROUGH COUNCIL,473283,"38,141.00"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,BOURNEMOUTH BOROUGH COUNCIL,479467,"48,414.52"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Joint Hlth and Soc Care,JOINT HLTH AND SOC CARE,BOURNEMOUTH BOROUGH COUNCIL,487682,"534,000.00"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,LD Campus Reprovision,LD CAMPUS REPROVISION,BOURNEMOUTH BOROUGH COUNCIL,495029,"48,501.60"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,LD Campus Reprovision,LD CAMPUS REPROVISION,BOURNEMOUTH BOROUGH COUNCIL,495051,"69,976.66"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Rates,PREMISES - PALMERSTON RD,BOURNEMOUTH BOROUGH COUNCIL,495661,"47,632.00"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Indiv Patient Treatments,INDIV PATIENT TREATMENTS,BPAS,346123,"27,026.00"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,BRANKSOME PARK NURSING HOME,376958,"60,750.03"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,BRANKSOME PARK NURSING HOME,511778,"68,410.56"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Healthcare Srv Rec PCTs,SW SPEC COMM NON MH,BRISTOL PCT,478981,"-542,947.00"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,CARE SOUTH,511785,"26,663.42"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,COLTEN CARE LTD,376971,"44,618.28"
DEPARTMENT OF HEALTH,BOURNEMOUTH & POOLE TEACHING PCT,31/03/2012,Continuing Care,CONTINUING CARE,COLTEN CARE LTD,511794,"50,049.15"
