#,Search Term,Visits from this term
1,directgov,"124,141"
2,job centre,"66,186"
3,www.direct.gov.uk/taxdisc,"45,669"
4,direct gov,"38,560"
5,directgov jobs,"28,143"
6,job centre plus,"25,088"
7,jobcentre,"24,502"
8,jobcentre plus,"24,282"
9,dvla,"16,577"
10,direct.gov,"16,279"
11,jobcentreplus,"13,497"
12,car tax,"12,117"
13,dvla car tax,"11,436"
14,minimum wage,"11,402"
15,www.direct.gov.uk,"10,428"
16,theory test,"8,766"
17,direct.gov.uk/taxdisc,"8,614"
18,job seekers allowance,"7,465"
19,dvla tax,"7,211"
20,direct.gov.uk,"7,149"
21,income support,"7,037"
22,council tax,"7,019"
23,bank holidays 2012,"6,896"
24,working tax credit,"6,576"
25,bank holidays 2011,"6,545"
26,passport renewal,"6,226"
27,uk bank holidays 2012,"6,190"
28,provisional license,"6,017"
29,jobseekers,"6,016"
30,housing benefit,"5,875"
31,road tax,"5,712"
32,tax disc,"5,622"
33,disability living allowance,"5,617"
34,student finance england,"5,496"
35,student finance,"5,468"
36,bank holidays 2012 uk,"5,205"
37,book driving test,"5,169"
38,national minimum wage,"5,003"
39,dla,"4,873"
40,driving theory test,"4,853"
41,car tax online,"4,850"
42,council tax bands,"4,821"
43,direct gov jobs,"4,752"
44,carers allowance,"4,746"
45,dsa,"4,592"
46,cold weather payments,"4,459"
47,sorn,"4,423"
48,csa,"4,381"
49,benefits cheats,"4,278"
50,government,"4,264"
51,driving test,"4,166"
52,theory test online,"4,071"
53,job seekers,"3,947"
54,highway code,"3,914"
55,jobseekers allowance,"3,902"
56,job center,"3,893"
57,mot check,"3,876"
58,book theory test,"3,836"
59,dsa practical test,"3,770"
60,uk bank holidays,"3,702"
61,child support agency,"3,671"
62,www.direct.gov.uk/renewat70,"3,564"
63,www.jobcentreplus.gov.uk,"3,518"
64,statutory sick pay,"3,440"
65,uk bank holidays 2011,"3,405"
66,crisis loan,"3,350"
67,attendance allowance,"3,316"
68,job centre online,"3,301"
69,consumer direct,"3,283"
70,car tax bands,"3,274"
71,dvla theory test,"3,262"
72,dsa theory test,"3,232"
73,practical driving test,"3,150"
74,state pension,"3,064"
75,stamp duty,"3,019"
76,pension credit,"3,010"
77,passport fees,"2,849"
78,cold weather payment,"2,833"
79,maternity allowance,"2,813"
80,change driving test,"2,680"
81,dvla sorn,"2,628"
82,2012 bank holidays,"2,628"
83,road tax online,"2,607"
84,jsa,"2,602"
85,benefits,"2,572"
86,esa,"2,539"
87,vosa,"2,470"
88,driving licence,"2,464"
89,redundancy,"2,418"
90,employment law,"2,403"
91,winter fuel allowance,"2,402"
92,ssp,"2,402"
93,vehicle tax bands,"2,365"
94,probate,"2,313"
95,national insurance,"2,267"
96,gov.uk,"2,258"
97,practice theory test,"2,256"
98,bank holidays,"2,247"
99,dsa driving test,"2,229"
100,national insurance number,"2,228"
101,jobcentre plus direct gov uk,"2,216"
102,cv,"2,142"
103,maternity pay,"2,087"
104,jobcenter,"2,022"
105,statutory maternity pay,"2,001"
106,community care grant,"1,989"
107,tax disc online,"1,985"
108,paternity leave,"1,984"
109,lost driving licence,"1,979"
110,book practical driving test,"1,963"
111,www.direct.gov.uk taxdisc,"1,912"
112,www.direct.gov.uk/makeasorn,"1,911"
113,employment and support allowance,"1,843"
114,directgov.co.uk,"1,840"
115,www.gov.uk,"1,813"
116,directgov taxdisc,"1,812"
117,connexions,"1,788"
118,sure start,"1,775"
119,incapacity benefit,"1,774"
120,minimum wage uk,"1,770"
121,passport,"1,768"
122,jobcentre online,"1,761"
123,gov,"1,730"
124,dvla driving test,"1,712"
125,holiday entitlement,"1,692"
126,theory test booking,"1,682"
127,driving test booking,"1,676"
128,uk minimum wage,"1,659"
129,passport application,"1,632"
130,uk public holidays 2012,"1,621"
131,dvla road tax,"1,619"
132,dvla contact number,"1,618"
133,mot,"1,597"
134,sure start maternity grant,"1,586"
135,booking driving test,"1,561"
136,gov jobs,"1,552"
137,dvla change of address,"1,513"
138,replacement driving licence,"1,490"
139,dvla tax disc,"1,465"
140,direct.gov jobs,"1,452"
141,queens jubilee,"1,440"
142,dvla change address,"1,404"
143,student loans,"1,391"
144,www.direct.gov.uk/renewmyphoto,"1,380"
145,maternity leave,"1,378"
146,jobseekers direct,"1,365"
147,jobs direct,"1,352"
148,warm front,"1,350"
149,online theory test,"1,341"
150,redundancy pay,"1,328"
151,uk government,"1,322"
152,cv template,"1,312"
153,www.direct.gov.uk taxdisc renewal,"1,309"
154,benefits calculator,"1,302"
155,renew passport,"1,296"
156,queens diamond jubilee,"1,293"
157,taxdisc,"1,290"
158,www.direct.gov.uk/drivingtest,"1,279"
159,dvla vehicle check,"1,278"
160,dvla vehicle enquiry,"1,268"
161,state pension age,"1,266"
162,constructive dismissal,"1,253"
163,dvla practical test,"1,253"
164,www.direct.gov.uk/jobseekers,"1,247"
165,ema,"1,233"
166,working time directive,"1,226"
167,dvla swansea,"1,221"
168,budgeting loan,"1,205"
169,lha,"1,203"
170,directgov.uk,"1,201"
171,booking theory test,"1,201"
172,job center plus,"1,197"
173,hmrc,"1,196"
174,diamond jubilee,"1,186"
175,provisional driving licence,"1,175"
176,smp,"1,154"
177,small claims court,"1,143"
178,consumer rights,"1,139"
179,www.directgov.uk,"1,136"
180,housing benefit calculator,"1,130"
181,direct,"1,089"
182,power of attorney,"1,084"
183,bank holidays uk,"1,084"
184,apprenticeships,"1,080"
185,provisional licence,"1,070"
186,student finance contact,"1,069"
187,car tax refund,"1,066"
188,bank holidays uk 2012,"1,056"
189,sick pay,"1,055"
190,change practical driving test,"1,054"
191,pension,"1,047"
192,directgov tax disc,"1,044"
193,council tax benefit,"1,025"
194,benefit calculator,"1,024"
195,jobcentreplus.gov.uk,"1,018"
196,mot history,"1,008"
197,access to work,"1,006"
198,theory driving test,"1,004"
199,state pension forecast,999
200,direct gov uk,998
201,pension forecast,995
202,p45,992
203,theory test practice,988
204,disability discrimination act,962
205,www.direct.gov.uk/passports,951
206,pensions,951
207,http://direct.gov.uk/,951
208,child benefit,944
209,directgov theory test,941
210,dla rates,938
211,benefit fraud,928
212,2012 uk bank holidays,927
213,winter fuel payment,917
214,winter fuel payments 2011,908
215,bank holidays in 2012,905
216,vehicle tax,904
217,gov.co.uk,902
218,tax online,899
219,uk public holidays,880
220,bank holidays 2011 uk,873
221,directgov driving test,869
222,.gov,866
223,blue badge,852
224,apply for job seekers,850
225,unemployment benefit,847
226,income support payments over christmas 2011,841
227,www.direct.gov,834
228,unfair dismissal,831
229,redundancy calculator,825
230,lost passport,822
231,lasting power of attorney,821
232,dwp,819
233,lha rates,810
234,uk public holidays 2011,805
235,www.direct.gov.uk tax disc,805
236,job seekers application,802
237,tax credits,799
238,tax credits helpline,783
239,book driving theory test,782
240,divorce,775
241,gov direct,767
242,retirement age,767
243,dvla driving licence,767
244,http://www.direct.gov.uk/,765
245,british passport,759
246,how to write a cv,758
247,tax car online,753
248,pass plus,752
249,direct.gov.uk/warmhome,751
250,holiday entitlement calculator,750
251,student loan,747
252,jobcentre plus directgov,746
253,dsa practical test booking,745
254,vosa mot,741
255,council housing,739
256,premium bonds,734
257,road tax prices,732
258,road tax bands,729
259,tax disc refund,722
260,driving practical test,719
261,eyfs,718
262,child trust fund,716
263,public holidays 2012,706
264,social services,700
265,book your driving test,695
266,uk passport renewal,692
267,road tax refund,688
268,dsa practical test change,686
269,warm home discount,685
270,what is the minimum wage,684
271,jobs.gov,681
272,dvla lost licence,681
273,gov uk,678
274,cold weather payments 2011,676
275,jury service,675
276,school holidays,675
277,benefit payments over christmas 2011,672
278,www.motinfo.gov.uk,672
279,career development loan,672
280,council tax band,670
281,human rights act,670
282,job centre plus jobs,669
283,surestart,669
284,minimum wage 2011,669
285,vic check,659
286,maternity grant,657
287,jobcenter plus,654
288,dvla tax online,648
289,book a driving test,645
290,paternity pay,642
291,dvla address,640
292,www.direct.gov.uk/payacourtfine,639
293,crb check,636
294,student finance england contact,633
295,mock theory test,633
296,adoption,633
297,job centre jobs,632
298,driving licence codes,630
299,directgovjobs,629
300,warmfront,626
301,jobcenterplus,626
302,vehicle check,625
303,human rights act 1998,624
304,www.direct.gov.uk/jsaonline,624
305,renew driving licence,623
306,local housing allowance,623
307,christmas benefit payments 2011,620
308,disability discrimination act 1995,619
309,gov.org,619
310,acas,617
311,dvla mot,615
312,direct.gov/jobs,610
313,government jobs,608
314,court of protection,605
315,2011 bank holidays,596
316,bus pass,596
317,directgov.com,595
318,dsa check practical test,594
319,community legal advice,593
320,passports,593
321,www.directgov.co.uk,593
322,dvla uk,592
323,change address driving licence,592
324,vehicle enquiry,590
325,road tax uk,589
326,dvla mot check,588
327,dvla provisional licence,585
328,www.direct.gov.uk/motoringforms,583
329,p60,577
330,jsa online,576
331,driving licence change of address,573
332,companies house,572
333,holiday pay,568
334,housing benefit form,562
335,freedom of information act,561
336,dda,558
337,tax car,557
338,job centre number,557
339,job centre direct,556
340,child maintenance,553
341,www.direct.gov.uk/drivinglicence,553
342,legal aid,552
343,nvq,549
344,bankruptcy,547
345,income support rates,545
346,renewing passport,544
347,taxdisc.direct.gov.uk,544
348,jobs gov,544
349,car tax prices,543
350,working time regulations,541
351,directgov.uk taxdisc,540
352,csa contact number,537
353,writing a cv,537
354,road signs,537
355,check mot,535
356,co2 emissions,533
357,mot history check,532
358,crb,531
359,jobcentre jobs,531
360,mobility allowance,530
361,jobs directgov,530
362,2012 bank holidays england,529
363,jobseekers online,528
364,driving licence change address,525
365,jobcentre plus jobs,524
366,disabled students allowance,522
367,sorn online,520
368,crisis loans,519
369,income support christmas payments 2011,515
370,enduring power of attorney,512
371,what to do when someone dies,510
372,driving license,508
373,uk passport application,508
374,student finance number,507
375,esa rates,504
376,driving licence renewal,503
377,crisis loan number,501
378,cbt,500
379,dla payments over christmas 2011,499
380,grievance procedure,498
381,national curriculum,497
382,dvla car check,493
383,nmw,493
384,child support agency uk,492
385,united kingdom,490
386,jobcentre plus scotland,489
387,dvla tax refund,484
388,jobseeker,483
389,disciplinary procedures,483
390,2011 bank holidays uk,483
391,diamond jubilee bank holiday,482
392,public holidays 2012 uk,482
393,directgov student finance,481
394,direct gov tax disc,479
395,practise theory test,479
396,www.direct.gov.uk/motoring,478
397,vehicle tax band,478
398,job centreplus,477
399,dvla swansea address,476
400,passport tracking,475
401,state pension amount,471
402,hc1 form,470
403,change of address dvla,469
404,parental leave,466
405,uk passport fees,466
406,dsa change test,465
407,jobseekers.direct.gov.uk,462
408,council tax exemption,461
409,mot checker,459
410,change theory test,457
411,bank holidays uk 2011,456
412,the highway code,455
413,bank holiday,455
414,uk bank holiday,453
415,www.direct.gov.uk/renewal70,453
416,job seekers direct,449
417,direct.gov.uk taxdisc,448
418,gl24,447
419,cold weather,444
420,check driving test,443
421,winter fuel allowance 2011,442
422,employment support allowance,442
423,2012 bank holidays uk,441
424,government gateway,440
425,statutory paternity pay,438
426,car tax renewal,436
427,income support number,435
428,lost driving license,435
429,drink drive limit,433
430,www.jobseekers.direct.gov.uk,430
431,national minimum wage 2011,428
432,winter fuel payments,428
433,right to buy,426
434,parental responsibility,424
435,meals on wheels,424
436,flexible working,424
437,human rights,424
438,www.direct.gov.uk/studentfinance,421
439,tenancy deposit scheme,419
440,dvla book driving test,418
441,passport renewal fee,418
442,driving theory,414
443,tax disc renewal,406
444,pension credits,405
445,renew car tax,404
446,health and safety,403
447,tax bands,402
448,booking practical driving test,401
449,dvla car tax online,401
450,lost provisional licence,401
451,job centre scotland,400
452,careers advice,400
453,school admissions,399
454,provisional,398
455,cv template uk,397
456,uk gov,397
457,changing address on driving license,397
458,vosa mot check,396
459,driving licence categories,395
460,child tax credit,393
461,book a theory test,392
462,tv licence,392
463,disability benefits,392
464,dvla local office,391
465,directgov jobseekers,391
466,reporting benefit fraud,391
467,ved bands,390
468,maternity rights,390
469,driving license renewal,389
470,redundancy payments,388
471,state pension age calculator,387
472,housing benefits,386
473,direct gove,385
474,student finance contact number,385
475,www.gov.co.uk,384
476,direct gov student finance,384
477,government website,381
478,employment tribunal,381
479,hm revenue and customs,378
480,driving test theory,378
481,dsa driving test booking,375
482,uk 2012 bank holidays,374
483,provisional driving license,374
484,tax my car,374
485,practical driving test booking,372
486,dvla licence,372
487,direct jobs,372
488,interview techniques,371
489,gov.com,371
490,mot test,371
491,uk passport,371
492,housing association,369
493,early years foundation stage,369
494,job centre plus uk,368
495,bullying at work,366
496,p46,366
497,consumer protection,363
498,pension age,362
499,dvla address change,362
500,contact student finance,361
501,jobseeker direct,361
502,public holidays uk,359
503,local housing allowance rates,359
504,driving license change of address,357
505,theory,357
506,esol,356
507,england bank holidays 2012,355
508,www.directgov,354
509,passport application form,353
510,passport office,352
511,christmas payments for benefits 2011,351
512,disabled badge,350
513,disability allowance,350
514,child benefit contact number,349
515,cbt test,348
516,govdirect,347
517,book your theory test,347
518,job plus,346
519,council,346
520,employee rights,345
521,jobcentre number,344
522,passport renewal form,342
523,driving licence application,339
524,direct.gov.uk/makeasorn,337
525,bank holiday 2012,337
526,grant of probate,335
527,lost tax disc,335
528,distance selling regulations,335
529,directgov job search,334
530,driving theory test online,334
531,state pension calculator,333
532,declare sorn,333
533,book theory test online,333
534,power of attorney form,332
535,non emergency police number,330
536,land registry,329
537,min wage,328
538,road fund licence,327
539,dsa book driving test,326
540,book theory test dvla,326
541,change address on driving licence,324
542,new driving licence,320
543,dla form,318
544,motorcycle theory test,318
545,uk state pension,317
546,compassionate leave,317
547,free school meals,317
548,how much is job seekers allowance,317
549,job centre plus scotland,315
550,find a job,314
551,first time buyer scheme,312
552,driving theory test booking,312
553,bullying in the workplace,311
554,csa contact,311
555,signing on,311
556,passport renewal uk,310
557,pay car tax online,309
558,hse,309
559,equality act 2010,309
560,driving theory test practice,308
561,highway code signs,304
562,contract of employment,304
563,contact dvla,304
564,diamond jubilee 2012,303
565,tax band,303
566,retirement calculator,300
567,cartax,300
568,jobs direct gov,300
569,directgov jobsearch,298
570,consumer advice,298
571,attendance allowance form,297
572,benefit payment dates christmas 2011,296
573,direct gov.uk,296
574,tupe,294
575,moving house checklist,294
576,disability living allowance rates,294
577,www.direct.gov.uk jobseekers,294
578,stolen driving licence,293
579,replace driving licence,292
580,maintenance grant,292
581,jobcentre vacancies,292
582,job centre uk,291
583,how much is child benefit,290
584,how long do points stay on your license,290
585,dsa theory test booking,290
586,agency workers regulations,290
587,health and safety at work act,287
588,state pensions,287
589,local authority,286
590,change driving license address,286
591,tax disk,284
592,sickness benefit,283
593,theory test uk,283
594,check practical driving test,283
595,renewing driving licence,283
596,jobs centre,283
597,pension credit calculator,282
598,mot info,282
599,job seeker,282
600,british government,282
601,passport prices,282
602,free legal advice,282
603,www.direct.gov.uk/pensions,281
604,dvla car tax refund,279
605,101,276
606,what is the national minimum wage,276
607,child benefit payments 2011,275
608,book practical test,274
609,statutory demand,274
610,tax credit helpline,273
611,christmas bank holidays 2011,272
612,direct payments,272
613,journey planner,272
614,e111,271
615,renew tax disc,270
616,bereavement allowance,269
617,winter fuel payment 2011,269
618,english bank holidays 2012,269
619,functional skills,268
620,dvla tax check,268
621,mot cost,267
622,dvla theory test booking,267
623,divorce process,267
624,car tax band,267
625,carers allowance rates,267
626,cyber bullying,266
627,what is minimum wage,264
628,driving theory practice,263
629,www.directgov jobs,262
630,www.direct.gov.uk/sorn,262
631,book driving test online,262
632,lost drivers license,261
633,benefits advisor,260
634,consumer,260
635,www.direct.gov.uk/changeofaddress,259
636,practical test,259
637,directgov practical test,259
638,blue badge scheme,258
639,holiday pay calculator,258
640,job seeker allowance,256
641,statutory holiday entitlement,256
642,ssp rates,255
643,national insurance number uk,255
644,statutory redundancy pay,255
645,first-time buyers,255
646,www direct.gov.uk taxdisc,254
647,cold weather payments for 2011,254
648,christmas bank holidays,254
649,employment rights,254
650,surestart maternity grant,253
651,car tax rates,253
652,v14 form,252
653,.gov.uk,252
654,how much is car tax,252
655,basic state pension,252
656,dsa driving test change,252
657,job center direct gov,251
658,tax office,251
659,social fund loan,251
660,jobseeker allowance,251
661,uk,250
662,book my driving test,250
663,blue badge application,250
664,www.direct.gov.uk/benefitsadviser,250
665,self employment,249
666,dvla licence renewal,249
667,tax on dividends,249
668,mid,249
669,benefit enquiry line,248
670,discrimination at work,247
671,http://www.direct.gov.uk/taxdisc,246
672,court of protection forms,246
673,road closures,245
674,www.dvla.gov.uk,245
675,uk driving licence,245
676,dvla registration check,244
677,dvla log book,244
678,mot certificate,243
679,rent a room,243
680,lha direct,242
681,direct.gov.uk/motoring,242
682,ni number,242
683,free theory test,241
684,www.direct.gov.uk/benefits,241
685,directgov.jobs,241
686,deposit protection scheme,241
687,dvla telephone number,240
688,how long does it take to get a passport,239
689,notice period,239
690,uk road tax,239
691,refund car tax,239
692,direct.gov.uk tax disc,239
693,first time buyer,239
694,uk employment law,238
695,job direct,238
696,jobcentre plus website,238
697,council house,238
698,car tax calculator,237
699,benefit,236
700,www.direct.gov.uk taxdisc v11,236
701,www.direct.gov.co.uk,236
702,wwwdirect.gov.uk,236
703,gifted and talented,236
704,maternity allowance form,236
705,whistle blowing,236
706,car tax uk,235
707,disability discrimination act 2005,235
708,passport forms,235
709,health in pregnancy grant,234
710,free bus pass,234
711,uk pension,233
712,warm home discount scheme,233
713,stakeholder pension,233
714,car theory test,232
715,www.jobcentreplus.co.uk,232
716,what is probate,230
717,debt advice,230
718,congestion charge,230
719,job gov,229
720,provisional driving licence uk,229
721,job center online,228
722,junior isa,228
723,benifits,228
724,student finance address,227
725,how much is statutory sick pay,227
726,industrial injuries disablement benefit,227
727,lost my driving licence,227
728,children act 1989,227
729,v62,227
730,discrimination,227
731,book theory,227
732,public holidays 2011 uk,225
733,directgove,224
734,jobcentre plus vacancies,224
735,www direct gov uk taxdisc renewal,224
736,dvla tax bands,224
737,driving test change,224
738,car road tax,223
739,bank holiday uk,223
740,council tax calculator,223
741,crb checks,223
742,warm front scheme,222
743,dsa change practical test,221
744,vic,221
745,direct.gov.co.uk,221
746,csa calculator 2011 uk,221
747,gov direct jobs,221
748,energy performance certificate,220
749,student loans company,220
750,disability act,220
751,making a will,220
752,public holidays 2011,220
