"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","Human Fertilisation and Embryology Authority","Chief Executive","CEO-0-1","Band 4","42970","71440","Senior Operational Manager","2.00","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Chief Executive","CEO-0-1","Band 2","19680","37280","Operations Support Officer","2.15","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Finance & Resources","FAFIT-D-14","Band 4","42970","71440","Senior Operational Manager","0.40","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Finance & Resources","FAFIT-D-14","Band 3","27440","50730","Operational Manager","1.00","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Finance & Resources","FAFIT-D-14","Band 2","19680","37280","Operations Support Officer","1.00","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Compliance & Information","COMP-D-37","Band 4","42970","71440","Senior Operational Manager","3.00","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Compliance & Information","COMP-D-37","Band 3","27440","50730","Operational Manager","23.80","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Compliance & Information","COMP-D-37","Band 2","19680","37280","Operations Support Officer","6.75","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Strategy & Corporate Affairs","STRAT-D-1","Band 4","42970","71440","Senior Operational Manager","4.00","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Strategy & Corporate Affairs","STRAT-D-1","Band 3","27440","50730","Operational Manager","10.20","Operational Delivery"
"Department of Health","Human Fertilisation and Embryology Authority","Strategy & Corporate Affairs","STRAT-D-1","Band 2","19680","37280","Operations Support Officer","7.00","Operational Delivery"
