Department Family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,Circle Bath                                  ,100268,"199,253.38"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,31/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,Circle Bath                                  ,100280,"147,733.48"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,03/08/2011,Med Staff Svcs - Obstetrics,RUH - Maternity Services Received,Royal United Hospital NHS Trust              ,10300218,"938,332.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,10/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,BMI Healthcare Collections                   ,11_05_BTH_5QK         ,"364,199.45"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,10/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,BMI Healthcare Collections                   ,11_05_RIG_5QK         ,"124,899.59"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,10/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,BMI Healthcare Collections                   ,11_06_BTH_5QK         ,"414,534.45"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,10/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,BMI Healthcare Collections                   ,11_06_RIG_5QK         ,"147,322.55"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,BMI Healthcare Collections                   ,11_07_BTH_5QK_FCN     ,"287,797.79"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Inpatients Elective - PbR,Cost per Case Invoices,BMI Healthcare Collections                   ,11_07_RIG_5QK_FCN     ,"137,884.16"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,03/08/2011,Legal Fees (not Clin Neg),Facilities Director,Beachcroft LLP                               ,1227550,"40,446.29"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Adult Physical Disabilities,CHC - Adult,Barchester Healthcare - The Manor            ,230027177,"-24,378.21"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Adult Physical Disabilities,CHC - Adult,Barchester Healthcare - The Manor            ,230027177,"-24,378.21"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Adult Physical Disabilities,CHC - Adult,Barchester Healthcare - The Manor            ,230027178,"48,756.43"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,03/08/2011,Pathology,Trust Wide Maternity - Management,North Bristol NHS Trust                      ,256536,"26,969.72"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Inpatients Elective - PbR,SLA Over/Under Activity,Southampton Univ Hospital NHS T (RHM)        ,7180448,"-109,518.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Inpatients Elective - PbR,SLA Over/Under Activity,Southampton Univ Hospital NHS T (RHM)        ,7182113,"-92,860.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Inpatients Elective - PbR,SLA Over/Under Activity,Southampton Univ Hospital NHS T (RHM)        ,7183604,"-98,066.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Inpatients Elective - PbR,SLA Over/Under Activity,Southampton Univ Hospital NHS T (RHM)        ,7183702,"41,035.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,OtherTherapies,Cost per Case Invoices,Southampton Univ Hospital NHS T (RHM)        ,7183726,"29,124.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,OtherTherapies,Commissioning Old Year Balances,Southampton Univ Hospital NHS T (RHM)        ,7187436,"30,975.46"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Inpatients Elective - PbR,SLA Over/Under Activity,Southampton Univ Hospital NHS T (RHM)        ,7187803,"-132,879.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Inpatients Elective - PbR,SLA Over/Under Activity,Southampton Univ Hospital NHS T (RHM)        ,7189714,"36,502.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,31/08/2011,Grants to VOs Other Community Svcs,Corporate Partnerships,Wiltshire Council                            ,90095485,"25,000.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,10/08/2011,Joint Finance,Partnerships - Elderly & Adult,Wiltshire Council                            ,90100094,"2,600,000.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Joint Finance,Partnerships - Elderly & Adult,Wiltshire Council                            ,90100094-BALANCE      ,"2,226,000.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,10/08/2011,Child Protection,Child Protection,Wiltshire Council                            ,90109103,"28,305.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Placements - MH Adult,Non-CHC - Adult,Oxford Health NHS Foundation Trust RNU       ,A0068942              ,"13,830.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Placements - MH Adult,Non-CHC - Adult,Oxford Health NHS Foundation Trust RNU       ,A0068942              ,"13,830.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Placements - MH Adult,Non-CHC - Adult,Oxford Health NHS Foundation Trust RNU       ,A0068942              ,"13,830.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Placements - MH Adult,SLA Block Payments,Oxford Health NHS Foundation Trust RNU       ,A0069113              ,"97,666.72"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Placements - MH Adult,SLA Block Payments,Oxford Health NHS Foundation Trust RNU       ,A0069114              ,"97,666.72"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,03/08/2011,Accomodation - Service charges,SFT - Services received,Salisbury NHS Foundation Trust RNZ           ,B007746               ,"43,687.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,03/08/2011,Accomodation - Service charges,SFT - Services received,Salisbury NHS Foundation Trust RNZ           ,B007771               ,"43,687.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,03/08/2011,Bowel Screening,Public Health - Bowel Screening,Salisbury NHS Foundation Trust RNZ           ,B007857               ,"34,989.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,24/08/2011,Bowel Screening,Public Health - Bowel Screening,Salisbury NHS Foundation Trust RNZ           ,B007862               ,"34,989.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Mental Health Services,SLA Block Payments,Avon & Wilts Mental Health Pnship            ,BLOCK/AUGUST11        ,"2,657,500.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Gloucestershire Hospitals NHS Trust          ,BLOCK/AUGUST11        ,"84,242.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Bristol PCT(5QJ)                             ,BLOCK/AUGUST11        ,"3,984,142.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Great Western Hospitals NHS Foundation Trust ,BLOCK/AUGUST11        ,"3,873,118.22"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,CAMHS Children & Adolescent,SLA Block Payments,Oxford Health NHS Foundation Trust RNU       ,BLOCK/AUGUST11        ,"359,583.33"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Royal United Hospital NHS Trust              ,BLOCK/AUGUST11        ,"5,907,355.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Accomodation - Service charges,B&NES - Services Received,Bath & North East Somerset PCT               ,BLOCK/AUGUST11        ,"9,235.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,University Hospitals Bristol NHS FT          ,BLOCK/AUGUST11        ,"609,811.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Winchester & Eastleigh NHS Trust             ,BLOCK/AUGUST11        ,"168,023.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Physiotherapy,SLA Block Payments,Bath & North East Somerset PCT               ,BLOCK/AUGUST11        ,"166,062.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,All Other NHS Services,Provider Services Received,Bath & North East Somerset PCT               ,BLOCK/AUGUST11        ,662
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Poole Hospital NHS Trust                     ,BLOCK/AUGUST11        ,"46,239.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Oxford Radcliffe Hosp NHS Trust              ,BLOCK/AUGUST11        ,"220,833.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Salisbury NHS Foundation Trust RNZ           ,BLOCK/AUGUST11        ,"7,498,000.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Day Cases - PbR,SLA Block Payments,British Pregnancy Advisory Service           ,BLOCK/AUGUST11        ,"33,460.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Royal Bournemouth & Christchurch Hosp NHS FT ,BLOCK/AUGUST11        ,"130,161.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,North Bristol NHS Trust                      ,BLOCK/AUGUST11        ,"260,136.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,SLA Block Payments,SLA Block Payments,Royal Nat Hosp For Rheumatic Diseases        ,BLOCK/AUGUST11        ,"196,144.20"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,NICE - Infliximab,SLA Block Payments,Royal Nat Hosp For Rheumatic Diseases        ,BLOCK/AUGUST11        ,"85,907.39"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,In Pat - LD Older Adult,SLA Block Payments,Oxfordshire Learning Disability Trust        ,BLOCK/AUGUST11        ,"68,530.66"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Palliative Care,SLA Block Payments,Salisbury Hospice Care Trust                 ,BLOCK/AUGUST11        ,"61,583.00"
DEPARTMENT OF HEALTH,WILTSHIRE NHS,15/08/2011,Ambulance Journeys,SLA Block Payments,South Central Ambulance NHS Trust            ,BLOCK/AUGUST11        ,"28,748.00"
