Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600064367,778.00,662428530
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600064367,64236.41,662428530
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600064367,2983.93,662428530
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600064367,4303.57,662428530
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600064367,102.83,662428530
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600064367,895.00,662428530
Dept of Health,MHRA,06/07/2011,Overseas Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600064367,2117.55,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Licensing,FCM TRAVEL SOLUTIONS,600064367,122.50,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Vigilance and Risk Management of Medicines,FCM TRAVEL SOLUTIONS,600064367,67.75,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,"Inspection, Enforcement & Standards",FCM TRAVEL SOLUTIONS,600064367,4993.59,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,General Practice Research Database,FCM TRAVEL SOLUTIONS,600064367,145.00,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Policy,FCM TRAVEL SOLUTIONS,600064367,109.40,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Information Management,FCM TRAVEL SOLUTIONS,600064367,31.10,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Directorate,FCM TRAVEL SOLUTIONS,600064367,27.00,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Medical Devices,FCM TRAVEL SOLUTIONS,600064367,1562.52,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Human Resources,FCM TRAVEL SOLUTIONS,600064367,447.40,662428530
Dept of Health,MHRA,06/07/2011,UK Travel & Subsistence,Communications,FCM TRAVEL SOLUTIONS,600064367,68.60,662428530
Dept of Health,MHRA,06/07/2011,Training inc T&S,Medical Devices,FCM TRAVEL SOLUTIONS,600064367,65.00,662428530
Dept of Health,MHRA,12/07/2011,IT Purchases,Information Management,ACCENTURE,600064467,142718.40,788629066
Dept of Health,MHRA,12/07/2011,IT Purchases,Information Management,ACCENTURE,600064469,61715.30,788629066
Dept of Health,MHRA,14/07/2011,Computing Operation Costs,Information Management,ACCENTURE,600064454,692355.61,788629066
Dept of Health,MHRA,15/07/2011,IT Purchases,Information Management,ACCENTURE,600064580,233861.96,788629066
Dept of Health,MHRA,18/07/2011,IT Purchases,Information Management,ACCENTURE,600064463,84998.87,788629066
Dept of Health,MHRA,18/07/2011,IT Purchases,Information Management,ACCENTURE,600064464,53737.79,788629066
Dept of Health,MHRA,21/07/2011,IT Purchases,Information Management,ACCENTURE,600064453,233861.96,788629066
Dept of Health,MHRA,21/07/2011,IT Purchases,Information Management,ACCENTURE,600064579,-233861.96,788629066
