Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126305,1240,MOUNSEY & WHEATLEY,MOU001,Engineering Manager,Ground Maintenance SOR & Dayworks,1088,RE-ERECT 31 HEADSTONES ALSTON,CEMETE,Cemeteries,02227,Penrith Cemetery
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126336,2370,LIFE FITNESS (UK) LTD,LIF002,Communities Manager,Equipment ? purchase,2000,EXCERCISE BIKE BASE,RENEWALS,Repairs & Renewals Fund,06627,Leisure Equipment & Maintenance
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,125993,3594,PRINT IMAGE NETWORK LTD,PRI011,Legal Services Manager,Poll Cards - Postage,2833,EDEN PCC BALLOT BOOKS,HOLD A/C'S,Holding Accounts,10392,PCC Vote 2012
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126112,3402.04,E.ON ENERGY,EON001,Engineering Manager,Electricity,1022,STREET LIGHTING,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126124,1930.7,NPOWER LTD,NPO001,Engineering Manager,Electricity,1022,TOWN HALL,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126133,753.59,NPOWER LTD,NPO001,Engineering Manager,Electricity,1022,MANSION HOUSE,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126147,3461.44,PRINT IMAGE NETWORK LTD,PRI011,Legal Services Manager,Poll Cards - Postage,2833,EDEN PCC A5 POLL CARDS,HOLD A/C'S,Holding Accounts,10392,PCC Vote 2012
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126239,673.94,ROYAL MAIL NW,ROY001,Legal Services Manager,Balance brought forward BS,6000,RESPONSE PLUS SERVICE,HOLD A/C'S,Holding Accounts,10392,PCC Vote 2012
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126273,1022.34,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,MANSION HOUSE,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/01/2013,126274,785.03,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,TOWN HALL,ADMBLD,Administrative Buildings,00500,Town Hall
