Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,06/09/2012,Computing Operation Costs,Information Management,ACCENTURE,600074206,754006.81,788629066
Dept of Health,MHRA,10/09/2012,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600074252,330630.00,674056721
Dept of Health,MHRA,11/09/2012,Laboratory,"Inspection, Enforcement & Standards",LGC (TEDDINGTON) LTD,600074251,314400.00,674056721
Dept of Health,MHRA,12/09/2012,UK Miscellaneous T&S,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600074281,19.12,413640679
Dept of Health,MHRA,12/09/2012,UK Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600074281,77.47,413640679
Dept of Health,MHRA,12/09/2012,UK Rail/Tube/Tram,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600074281,225.23,413640679
Dept of Health,MHRA,12/09/2012,Overseas Air,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600074281,9384.78,413640679
Dept of Health,MHRA,12/09/2012,Overseas Hotel/Accommodation,Clinical Practice Research Datalink,HOGG ROBINSON LTD,600074281,15.10,413640679
Dept of Health,MHRA,12/09/2012,UK Miscellaneous T&S,Communications,HOGG ROBINSON LTD,600074281,9.55,413640679
Dept of Health,MHRA,12/09/2012,UK Hotel/Accommodation,Communications,HOGG ROBINSON LTD,600074281,6.04,413640679
Dept of Health,MHRA,12/09/2012,UK Rail/Tube/Tram,Communications,HOGG ROBINSON LTD,600074281,107.57,413640679
Dept of Health,MHRA,12/09/2012,Overseas Air,Directorate,HOGG ROBINSON LTD,600074281,14553.43,413640679
Dept of Health,MHRA,12/09/2012,UK Rail/Tube/Tram,Human Resources,HOGG ROBINSON LTD,600074281,33.30,413640679
Dept of Health,MHRA,12/09/2012,UK Miscellaneous T&S,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,84.99,413640679
Dept of Health,MHRA,12/09/2012,UK Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,1402.38,413640679
Dept of Health,MHRA,12/09/2012,UK Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,7125.55,413640679
Dept of Health,MHRA,12/09/2012,UK Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,1218.68,413640679
Dept of Health,MHRA,12/09/2012,UK Rail/Tube/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,11934.84,413640679
Dept of Health,MHRA,12/09/2012,Overseas Air,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,61944.91,413640679
Dept of Health,MHRA,12/09/2012,Overseas Hotel/Accommodation,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,158.51,413640679
Dept of Health,MHRA,12/09/2012,Overseas Private Vehicle Hire,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,726.83,413640679
Dept of Health,MHRA,12/09/2012,Overseas Rail/Tram,"Inspection, Enforcement & Standards",HOGG ROBINSON LTD,600074281,1007.57,413640679
