"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","D","26979","29682","Assistant to the Chief Executive/Secretary to the Board","1.00","Policy"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","E","33403","36748","Communications Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","E","33403","36748","Compliance Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","SM1","52068","57279","HR Manager","0.80","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","E","33403","36748","HR Adviser","1.00","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","C","23208","25524","HR Co-ordinator","1.00","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","B","20350","22192","HR Administrator","0.80","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","SM1","52068","57279","Risk, Quality Assurance & Compliance Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","SM1","52068","57279","Quality, Health, Safety & Environment Manager","1.00","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","E","33403","36748","Health & Safety Officer","2.60","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB01","C","23208","25524","Quality, Health, Safety & Environment Assistant","1.00","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","C","23208","25524","Assistant Facilities Officer","1.00","Property and asset management"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","C","23208","25524","Commercial Administrator","1.00","Procurement"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","SM1","52068","57279","Commercial Manager","1.00","Procurement"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","Facilities Officer","1.00","Property and asset management"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","B","20350","22192","Finance Assistant","2.00","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","SM1","52068","57279","Finance Manager","1.00","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","E","33403","36748","Financial Accountant","0.80","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","SM1","52068","57279","Information Systems Manager","1.00","Information Technology"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","MIS System Manager","1.00","Programme and Project Management (PPM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","F","44505","48953","Network Manager","1.00","Information Technology"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","PA to Director of Finance","1.00","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","C","23208","25524","Payments Supervisor","2.00","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","Payroll Administrator","0.50","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","Procurement Administrator","1.00","Procurement"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","E","33403","36748","Procurement Officer","1.00","Procurement"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","A","18604","20265","Receptionist","1.00","Communications"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","SharePoint Administrator","1.00","Information Technology"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","A","18604","20265","Stores Assistant","1.00","Property and asset management"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","C","23208","25524","Stores Supervisor","1.00","Property and asset management"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","F","44505","48953","Systems Analyst","1.00","Information Technology"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","F","44505","48953","Technical Systems Manager","1.00","Information Technology"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","Technical Systems Officer","1.80","Information Technology"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","C","23208","25524","Buyer","1.00","Procurement"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","SM1","52068","57279","Business Support Manager","1.00","Programme and Project Management (PPM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","D","26979","29682","Accountant","1.00","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB02","F","44505","48953","Qualified Accountant","1.00","Finance"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Acceptance Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Area Maintenance Engineer","2.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","SM2","60564","66624","Asset Manager","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","SM1","52068","57279","Civil Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","E","33403","36748","Civil Engineering Technician","3.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Civil Incorporated Engineer","3.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Civil Maintenance Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","C","23208","25524","Database Assistant","1.00","Knowledge and Information Management (KIM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Differential Global Positioning System (DGPS) Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","B","20350","22192","Document Administrator","0.80","Knowledge and Information Management (KIM)"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","SM1","52068","57279","Electrical Engineer (Maintenance)","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","SM1","52068","57279","Electrical Engineer (Projects)","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","E","33403","36748","Electrical Engineering Technician","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","D","26979","29682","Electrical/Electronic Technician","13.25","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Instrumentation, Control & Automation (ICA) Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","E","33403","36748","Maintenance Systems Engineer","0.91","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Principal Mechanical Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","D","26979","29682","Mechanical Technician","3.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","F","44505","48953","Project Incorporated Engineer","1.00","Science and Engineering"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","D","26979","29682","Radio Technician","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","B","20350","22192","Retained Lighthouse Keeper","22.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","SM2","60564","66624","Operations Planning and Delivery Manager","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB03","Electrical Engineer Apprentice","9600","9600","Electrical Engineer Apprentice","2.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","2nd Engineer","40888","44584","2nd Engineer","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","2nd Officer","35955","39858","2nd Officer","8.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","A","18604","20265","Administration Assistant","0.80","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","D","26979","29682","Administration and Stores Officer","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Apprentice Seaman","10055","10055","Apprentice Seaman","2.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","D","26979","29682","Base Supervisor","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Boatswain","30562","32986","Boatswain","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Caterer","30562","31616","Caterer","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Chief Caterer","30562","32986","Chief Caterer","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Chief Engineer","46330","54547","Chief Engineer","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Chief Officer","40888","44584","Chief Officer","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","E","33403","36748","Coastal Inspector","2.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","EME","40888","44584","Electro Mechanical Engineer","2.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","ER Technician","30562","32986","Engineroom Technician","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","D","26979","29682","Marine Co-ordinator","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","SM2","60564","66624","Marine Operations Manager","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","C","23208","25524","Marine Personnel Assistant","1.00","Human Resources"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Master","51141","58874","Master","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","D","26979","29682","Monitoring Officer","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","SM2","60564","66624","Navigation Manager","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","F","44505","48953","Navigation Officer","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","C","23208","25524","NLB Oban Assistant","5.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","C","23208","25524","Operations Assistant","3.00","Communications"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","C","23208","25524","PA to Director of Marine Operations","1.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","PO Deck Maintainer","30562","31616","PO Deck Maintainer","4.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","Seaman","24271","29992","Seaman","20.00","Operational Delivery"
"Department for Transport","Northern Lighthouse Board","Chief Executive's Office","NLB04","SM2","60564","66624","Technical Superintendent","1.00","Programme and Project Management (PPM)"
