"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","74","Band A","42034","67969","Senior Finance Manager","6.00","Finance"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","74","Band B","29634","44964","Senior Finance Manager","25.56","Finance"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","74","Band C","21096","36061","Finance Officer","17.12","Finance"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","74","Band D","17513","28000","Finance Officer","79.03","Finance"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","74","Band E","15935","22250","Finance Support Officer","67.47","Finance"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","74","Band F","13894","18700","Finance Support Officer","1.00","Finance"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","73","Band A","42034","67969","Senior Operational Manager","23.00","Operational delivery"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","73","Band B","29634","44964","Senior Operational Manager","66.01","Operational delivery"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","73","Band C","21096","36061","Operational Manager","75.48","Operational delivery"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","73","Band D","17513","28000","Operational Manager","91.24","Operational delivery"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","73","Band E","15935","22250","Operations Support Officer","114.51","Operational delivery"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","73","Band F","13894","18700","Operations Support Officer","14.00","Operational delivery"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","49","Band A","42034","67969","Senior HR Manager","12.60","Human resources"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","49","Band B","29634","44964","Senior HR Manager","50.07","Human resources"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","49","Band C","21096","36061","HR Officer","90.89","Human resources"
"Ministry of Justice","Ministry of Justice","Corporate Performance Group","49","Band D","17513","28000","HR Officer","71.93","Human resources"
