"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","AO","17898","22816","Administrative Officer","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","EO","22698","29063","Executive Officer","3.00","Planning"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","EO","22698","29063","Scientific Officer","1.00","Science & Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","G6","52708","68990","Grade 6","4.00","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","G7","43221","57432","GRADE 7","4.70","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","HEO","26745","34584","Higher Executive Officer","1.00","Planning"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","HEO","26745","34584","Higher Scientific Officer","10.52","Science & Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","SEO","33072","42542","Senior Scientific Officer","7.00","Science & Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Advice Services","8","VO","41292","55566","Veterinary Officer","11.60","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","AA","14609","19285","administrative Assistant","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","AO","17898","22816","Administrative Officer","3.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","EO","22698","29063","Executive Officer","11.75","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","G6","52708","68990","Grade 6","2.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","G7","43221","57432","GRADE 7","6.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","HEO","26745","34584","Higher Executive Officer","11.60","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","SEO","33072","42542","Senior Executive Officer","15.21","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Business Change and Programme Management Office","7","VO","41292","55566","Veterinary Officer","3.80","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Communications","9","AO","17898","22816","Administrative Officer","1.80","Communications"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Communications","9","EO","22698","29063","Executive Officer","3.00","Communications"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Communications","9","G6","52708","68990","Grade 6","1.00","Communications"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Communications","9","G7","43221","57432","GRADE 7","2.00","Communications"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Communications","9","HEO","26745","34584","Higher Executive Officer","2.46","Communications"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Contingency Planning Division","6","AO","17898","22816","Administrative Officer","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Contingency Planning Division","6","EO","22698","29063","Executive Officer","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Contingency Planning Division","6","G6","52708","68990","Grade 6","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Contingency Planning Division","6","G7","43221","57432","GRADE 7","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Contingency Planning Division","6","HEO","26745","34584","Higher Executive Officer","8.86","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Contingency Planning Division","6","SEO","33072","42542","Senior Executive Officer","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","AA","14609","19285","administrative Assistant","62.70","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","AO","17898","22816","Administrative Officer","253.52","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","EO","22698","29063","Animal Health Officer","132.94","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","EO","22698","29063","Egg Marketing Inspector","17.13","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","EO","22698","29063","Executive Officer","57.62","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","G6","52708","68990","Regional Veterinary Lead","7.00","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","G6","52708","68990","Regional Operations Director","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","G7","43221","57432","GRADE 7","23.81","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","HEO","26745","34584","Higher Executive Officer","58.17","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","HEO","26745","34584","Veterinary Inspector","28.41","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","SEO","33072","42542","Senior Executive Officer","7.70","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (England)","11","VO","41292","55566","Veterinary Officer","123.20","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","AO","17898","22816","Administrative Officer","35.85","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","EO","22698","29063","Animal Health Officer","23.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","EO","22698","29063","Executive Officer","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","G6","52708","68990","Divisional Veterinary Manager","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","G7","43221","57432","GRADE 7","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","HEO","26745","34584","Higher Executive Officer","10.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","HEO","26745","34584","Senior Animal Health Officer","5.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","HEO","26745","34584","Veterinary Inspector","1.60","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Scotland)","12","VO","41292","55566","Veterinary Officer","30.02","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Wales)","10","AA","14609","19285","administrative Assistant","15.10","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Country Director (Wales)","10","AO","17898","22816","Administrative Officer","70.26","Operational Delivery"
