Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract,Project Code,Expenditure
HMRC,HMRC,04/02/2013,Maj AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100089747,"£33,571.00",Essential works as part of the rationalisation of offices in Birmingham,SE1 0TA,,,,
HMRC,HMRC,04/02/2013,100 PS Service Charg,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100089750,"£26,078.89",Monthly charge for fully serviced accommodation at 100 Parliament Street London,M41 7HG,,,,
HMRC,HMRC,04/02/2013,Nat Pst Del Ser(VAT),Commercial Directorate,ROYAL MAIL,5100089787,"£518,461.46",Payment for mail delivery services,PE4 5BR,,,,
HMRC,HMRC,04/02/2013,Nat Pst Del Ser NVAT,Commercial Directorate,ROYAL MAIL,5100089787,"£13,132.80",Payment for mail collection and sorting service before final delivery to customers,PE4 5BR,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£16,195.37",IFRS Training for Compliance Accountants,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£4,190.40",Software training for Analysist in RIS,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,Solicitors Office,CAPITA BUSINESS SERVICES LTD,5100089917,"£3,222.00",Senior Management Conference,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£1,629.60",CSL Development Pathway for Fast Streamers,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£1,552.80",Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£1,552.80",Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£1,552.80",Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£1,396.80",Statistical Analysis Software training event,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,"£1,156.81",Software training for Analysist in RIS,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£931.68,Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£900.00,Emotional Intelligence event,DL1 9HN,,,,
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£708.00,Bespoke Training Event,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£672.00,Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£480.00,Understanding Policy/Policy in Practice event,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£351.60,Presentation skills event,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£168.00,Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£168.00,Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£168.00,Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£168.00,Budget is for leadership management & generic learning and the spend will have been authorised by the budget holder within the LOB,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£160.80,Event attended by VAT directorate,DL1 9HN
HMRC,HMRC,04/02/2013,Employee Education,HR,CAPITA BUSINESS SERVICES LTD,5100089917,£111.60,One day training on Open & Collaborative Policy Making. Not value for money as individual who had registered with Civil Service Learning did not attend and we incurred full costs of the course.,DL1 9HN
HMRC,HMRC,04/02/2013,Research (VAT rec),Knowledge Analysis & Intelligence,RAND EUROPE CIC,5100090002,"£25,891.80",Research on consumers' responsiveness to Alcohol pricing and sales restrictions.,CB4 1YG
HMRC,HMRC,05/02/2013,Non-IMS IT for CSR,HR,WORLD CAREERS NETWORK PLC,5100090287,"£41,371.20",DWP Jan Monthly E-recruitment Service Charge. World Careers Network PLC (WCN) is the main contractor for Civil Service Job Portal.,SW19 8DR
HMRC,HMRC,05/02/2013,Dept forms Stock,PT Product & Process,WILLIAMS LEA LTD,5100090344,"£28,080.00",Printed Forms,WF6 1TN
HMRC,HMRC,05/02/2013,Court Fees,Debt Management & Banking,THE INSOLVENCY SERVICE,5100090375,"£215,760.00",Court Fees,B4 6FD
HMRC,HMRC,05/02/2013,Court Fees,Debt Management & Banking,THE INSOLVENCY SERVICE,5100090499,"£127,560.00",Court Fees,B4 6FD
HMRC,HMRC,06/02/2013,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100085116,"-£80,989.86",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD
HMRC,HMRC,06/02/2013,County Court Proceed,Debt Management & Banking,HER MAJESTY'S COURT SERVICE,5100090674,"£38,285.00",County Court Costs,NN1 2LH
HMRC,HMRC,06/02/2013,Research (VAT rec),Buisness Customer & Strategy,QUADRANGLE GROUP LLP,5100090715,"£62,784.00",Research for SME work,SE1 2YE
HMRC,HMRC,06/02/2013,Marketing Promotion,Corporate Communications,M4C,5100090745,"£484,660.11",Self Assessment 2012 campaign-Radio media,WC1X 8RX
HMRC,HMRC,06/02/2013,Marketing Promotion,Corporate Communications,M4C,5100090745,£403.88,Self Assessment 2012 campaign-Radio media,WC1X 8RX
HMRC,HMRC,06/02/2013,Marketing Promotion,Corporate Communications,M4C,5100090755,"£318,845.86",Self Assessment 2012 campaign-National press media,WC1X 8RX
HMRC,HMRC,06/02/2013,Marketing Promotion,Corporate Communications,M4C,5100090755,£265.70,Self Assessment 2012 campaign-National press media,WC1X 8RX
HMRC,HMRC,06/02/2013,Marketing Promotion,Risk & Intelligence,M4C,5100090757,"£163,088.22",Publicity campaign targeting tax evasion,WC1X 8RX
HMRC,HMRC,06/02/2013,Marketing Promotion,Risk & Intelligence,M4C,5100090757,£135.91,Publicity campaign targeting tax evasion,WC1X 8RX
HMRC,HMRC,06/02/2013,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100090808,"£29,727.88",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD
HMRC,HMRC,06/02/2013,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100090808,£10.00,Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD
HMRC,HMRC,06/02/2013,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100090811,"£28,373.53",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD
HMRC,HMRC,06/02/2013,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100090815,"£44,156.15",Essential works undertaken to enable the vacation of the file repository in Devon,SE1 0TA
HMRC,HMRC,06/02/2013,Oth PFI unitary chrg,Estates & Support Services,HAYMARKET SPV LTD,5100090826,"£173,817.28",Charges for accommodation provided under the Edinburgh Private Finance Initiative contract,W1U 8EW
HMRC,HMRC,06/02/2013,Oth PFI unitary chrg,Estates & Support Services,COCHRANE SQUARE SPV LTD,5100090829,"£177,181.04",Charges for accommodation provided under the Glasgow Private Finance Initiative contract,W1U 8EW
HMRC,HMRC,06/02/2013,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100090837,"£282,721.71",Essential air handling works in Accounts Office Shipley,SE1 0TA
HMRC,HMRC,06/02/2013,Marketing Promotion,Corporate Communications,M4C,5100090855,"£360,755.46",Self Assessment 2012 campaign-Outdoor media,WC1X 8RX
HMRC,HMRC,06/02/2013,Marketing Promotion,Corporate Communications,M4C,5100090855,£300.63,Self Assessment 2012 campaign-Outdoor media,WC1X 8RX
HMRC,HMRC,06/02/2013,Maj AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100090872,"£47,992.02",Essential works as part of the rationalisation of offices in Liverpool,SE1 0TA
