Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
DCMS,National Gallery,15/03/2012,Direct Orders,Building (Core),Fairhurst Ward Abbotts Ltd.,10185181,"52,029.37"
DCMS,National Gallery,02/05/2012,Utilities,Building (Core),EDF Energy 1 Limited,10184825,"90,472.93"
DCMS,National Gallery,03/05/2012,Direct Orders,Building (Core),Open Technology Ltd,10184798,"24,660.00"
DCMS,National Gallery,10/05/2012,Main Contractors,Building (Core),ERCO Lighting Limited,10184925,"52,557.00"
DCMS,National Gallery,15/05/2012,Direct Orders,Building (Core),Norland Managed Services Limited,10184574,"131,459.64"
DCMS,National Gallery,15/05/2012,Main Contractors,Building (Core),ERCO Lighting Limited,10184924,"70,076.00"
DCMS,National Gallery,16/05/2012,Contract cleaning,Office Services & Cleaning,DOC Cleaning Limited,10184674,"48,163.26"
DCMS,National Gallery,22/05/2012,Direct Orders,Building (Core),Norland Managed Services Limited,10185317,"131,459.64"
,,,,,,,
,,,,,,,"600,877.84"
