Department of Health,Black Country Partnership NHS Foundation Trust,22-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000024,D80601N68699,5293,
Department of Health,Black Country Partnership NHS Foundation Trust,22-03-2013,Dudley PCT IT Block Back,Establishment,DUDLEY PCT,0010000024,6D3075N73799,12578,
Department of Health,Black Country Partnership NHS Foundation Trust,22-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000024,D80201N68699,15449,
Department of Health,Black Country Partnership NHS Foundation Trust,22-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000024,D80501N68699,38733,
Department of Health,Black Country Partnership NHS Foundation Trust,22-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000024,D80301N68699,83560.5,
Department of Health,Black Country Partnership NHS Foundation Trust,22-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000024,D80401N68699,83975,239588.5
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000025,D80601N68699,5293,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000025,D80201N68699,15449,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,Dudley PCT IT Block Back,Establishment,DUDLEY PCT,0010000025,6D3075N73799,30097.42,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000025,D80501N68699,38733,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000025,D80301N68699,83839,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RECHARGES,Premises & fixed plant,DUDLEY PCT,0010000025,D80401N68699,83975,257386.42
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,EBME MAINTENANCE,Services from Other NHS Trusts,WALSALL HOSPITALS NHS TRUST,0010000026,7A0918N90499,29256,29256
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,RECHARGES,Premises & fixed plant,WOLVERHAMPTON CITY PCT,0010000074,W60102N68699,2060.82,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,RECHARGES,Premises & fixed plant,WOLVERHAMPTON CITY PCT,0010000074,W60101N68699,45255.7,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,RECHARGES,Premises & fixed plant,WOLVERHAMPTON CITY PCT,0010000074,W60109N68699,193704.45,241020.97
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,CAMHS DRUGS,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,4T8005N58899,1.76,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,DRUG & ALCOHOL,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,W10104N58599,265.8,
