Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,North Yorkshire & York PCT,16/09/2010,SrvcsRecd-Other NHS,FINANCE COMMISSIONING,SSC SBS SLA,5NV - SBS/SLA,"64,764.44",NULL
Department of Health,North Yorkshire & York PCT,16/09/2010,CNST contributions,FINANCE COMMISSIONING,SBS SO NHSLA,NONREF,"44,234.00",NULL
Department of Health,North Yorkshire & York PCT,01/09/2011,Hcare Srv Rec NHS Trust,BRADFORD CARE TRUST MH,BRADFORD DISTRICT CARE TRUST,9170406,"320,574.00",654429718
Department of Health,North Yorkshire & York PCT,01/09/2011,Hcare Srv Rec NHS Trust,BRADFORD CARE TRUST MH,BRADFORD DISTRICT CARE TRUST,9170514,"-281,337.00",654429718
Department of Health,North Yorkshire & York PCT,01/09/2011,Hcare Srv Rec NHS Trust,EAST LANCASHIRE HOSP TRUS,EAST LANCASHIRE HOSPITALS NHS TRUST,9170383,"70,159.05",654913225
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,BARNSLEY PCT - SCG,BARNSLEY PCT,9134914,"46,952.03",654425240
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,BARNSLEY PCT - SCG,BARNSLEY PCT,9134915,"66,536.00",654425240
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,BARNSLEY PCT - SCG,BARNSLEY PCT,9170643,"-78,148.18",654425240
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,BARNSLEY PCT - SCG,BARNSLEY PCT,9170644,"-174,683.13",654425240
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,BARNSLEY PCT - SCG,BARNSLEY PCT,9170696,"148,738.65",654425240
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,NCA'S,NORTH LANCASHIRE PCT,9170345,"25,503.00",654416633
Department of Health,North Yorkshire & York PCT,01/09/2011,Healthcare Srv Rec PCTs,"TEES, ESK + WEAR MH",BARNSLEY PCT,9134939,"55,832.42",654425240
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,ALCOHOL SERVICES NON-NHS,TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST,9089862,"27,400.00",654967878
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,BLOOD PRODUCTS,HARROGATE&DISTRICT NHS FOUNDATION TRUST,9134921,"39,960.00",654923907
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,DONCASTER + BASSETLAW FT,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,9107928,"-29,141.00",654400067
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,DONCASTER + BASSETLAW FT,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,9170382,"65,657.00",654400067
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,H'gate Community services,HARROGATE&DISTRICT NHS FOUNDATION TRUST,9170435,"325,900.00",654923907
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,HARROGATE FT,HARROGATE&DISTRICT NHS FOUNDATION TRUST,9170381,"283,000.00",654923907
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,NEWCASTLE HOSPITALS FT,NEWCASTLE UPON TYNE HOSPITALS FOUNDATION TRUST,9170478,"39,554.00",654968777
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,NORTH TEES + HARTLEPOOL,NORTH TEES & HARTLEPOOL NHS FOUNDATION TRUST,9170365,"203,696.24",654969774
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,Scarb' Community services,YORK HOSPITALS NHS FOUNDATION TRUST,9134979,"1,602,422.00",654952604
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,"TEES, ESK + WEAR MH",TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST,9170429,"28,027.10",654967878
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,York Community services,YORK HOSPITALS NHS FOUNDATION TRUST,9134979,"1,250,151.00",654952604
Department of Health,North Yorkshire & York PCT,01/09/2011,Hlthcre-Foundation Trsts,York Community services,YORK HOSPITALS NHS FOUNDATION TRUST,9151473,"16,120,000.00",654952604
Department of Health,North Yorkshire & York PCT,02/09/2011,GMS Rent Others,B82001 DR D A OLDROYD,TRINITY MEDICAL PROPERTIES LTD,9194637,"53,859.00",NULL
Department of Health,North Yorkshire & York PCT,09/09/2011,Minor Works,1112-Water Hygiene,MANSELL BUILD LTD,9236043,"59,776.33",217967235
Department of Health,North Yorkshire & York PCT,09/09/2011,Rent,RENTAL OF ACCOM FROM GPS,STRENSALL MEDICAL PRACTICE,9235835,"41,804.78",647391512
Department of Health,North Yorkshire & York PCT,14/09/2011,Independent Sector,CONTINUING CARE,MILEWOOD HEALTHCARE LTD,9263063,"42,483.95",NULL
Department of Health,North Yorkshire & York PCT,14/09/2011,Independent Sector,MARIE STOPES,MARIE STOPES INTERNATIONAL,9262892,"29,959.00",882426016
Department of Health,North Yorkshire & York PCT,14/09/2011,Independent Sector,NUFFIELD HOSPITAL   YORK,NUFFIELD HEALTH,9263026,"130,000.00",564291137
Department of Health,North Yorkshire & York PCT,14/09/2011,Independent Sector,NUFFIELD HOSPITAL   YORK,NUFFIELD HEALTH,9263027,"130,000.00",564291137
Department of Health,North Yorkshire & York PCT,14/09/2011,Independent Sector,Ramsay,RAMSAY HEALTH CARE UK,9263099,"875,000.00",426505170
Department of Health,North Yorkshire & York PCT,14/09/2011,Independent Sector,Yorkshire Clinic,YORKSHIRE CLINIC,9262990,"46,396.07",426505170
Department of Health,North Yorkshire & York PCT,14/09/2011,Minor Works,1112-BEDALE Roof & Struc,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,9263632,"36,296.70",945722994
Department of Health,North Yorkshire & York PCT,14/09/2011,Minor Works,1112-New Selby WMem Hsp,SELBY DISTRICT COUNCIL,9263081,"64,204.21",NULL
Department of Health,North Yorkshire & York PCT,15/09/2011,Exp on Drugs Action Team,INTEGRATED DRUG TREATMENT,HM PRISON SERVICE,9115950,"61,406.27",888806061
Department of Health,North Yorkshire & York PCT,15/09/2011,Hcare Srv Rec NHS Trust,BRADFORD CARE TRUST MH,BRADFORD DISTRICT CARE TRUST,9263092,"308,728.00",654429718
Department of Health,North Yorkshire & York PCT,15/09/2011,Hcare Srv Rec NHS Trust,HULL & E YORKS NHS TRUST,HULL&EAST YORKSHIRE HOSPITALS NHS TRUST,9263102,"753,228.00",654972204
