"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","2556185","","25783","40809","Office Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Workforce Directorate","2556185","","21388","33481","Diary Manager","1.00","Operational Delivery"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8c","54998","74084","Senior Communications Manager","2.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8b","45707","62783","Senior Communications Manager","1.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","8a","39239","53367","Senior Communications Manager","4.00","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","30764","46837","Communications Manager","12.61","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","25783","40809","Communications Officer","14.98","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","21388","33481","Communications Officer","11.82","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","18838","26419","Communications Support Officer","5.65","Communications"
"Department of Health","NHS Blood & Transplant","Communications Directorate","4997689","","14294","21501","Communications Support Officer","5.12","Communications"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8d","65922","87897","Senior Finance  Manager","1.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8c","54998","74084","Senior Finance  Manager","10.09","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8b","45707","62783","Senior Finance  Manager","15.60","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","8a","39239","53367","Senior Finance  Manager","16.91","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","30764","46837","Finance Manager","25.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","25783","40809","Finance Officer","20.00","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","21388","33481","Finance Officer","26.80","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","18838","26419","Finance Support Officer","24.50","Finance"
"Department of Health","NHS Blood & Transplant","Finance Directorate","2556829","","16271","23344","Finance Support Officer","50.72","Finance"
