"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Audit Manager","48287","75104","Audit Manager","1.00","Policy"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 1","71072","106501","Head of Function","2.69","Policy"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","7.83","Policy"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 3","33928","57925","Functional Mgr/Functional Specialist","9.46","Policy"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","1.60","Policy"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 5","18605","30495","Support Specialist/ Secretary/ Administrator","2.00","Policy"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","21737","Principal Auditor","30495","51958","Principal Auditor","4.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","21737","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","2.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","21737","Performance Specialist","33928","81192","Performance Specialist","1.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","District Auditor","78897","106501","District Auditor","2.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Audit Manager","48287","75104","Audit Manager","28.63","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Principal Auditor","30495","51958","Principal Auditor","17.71","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 1","71072","106501","Head of Function","1.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","4.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 3","33928","57925","Functional Mgr/Functional Specialist","6.69","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","2.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 5","18605","30495","Support Specialist/ Secretary/ Administrator","6.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Head of Audit","99449","113229","Head of Audit","1.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Performance Specialist","33928","81192","Performance Specialist","2.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Placement Student","14871","17918","Placement Student","2.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Senior Audit Manager","72742","81192","Senior Audit Manager","1.76","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Trainee Auditor","23099","30495","Trainee Auditor","4.60","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","District Auditor","78897","106501","District Auditor","9.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Audit Manager","48287","75104","Audit Manager","31.63","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Principal Auditor","30495","51958","Principal Auditor","37.66","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Auditor","18605","34868","Auditor","1.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","1.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Functional Level 5","18605","30495","Support Specialist/ Secretary/ Administrator","5.60","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Placement Student","14871","17918","Placement Student","5.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Senior Audit Manager","72742","81192","Senior Audit Manager","3.86","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Trainee Auditor","23099","30495","Trainee Auditor","3.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","24126","Placement Student","14871","17918","Placement Student","1.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","24126","Trainee Auditor","23099","30495","Trainee Auditor","5.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","District Auditor","78897","106501","District Auditor","1.80","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Audit Manager","48287","75104","Audit Manager","10.00","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Principal Auditor","30495","51958","Principal Auditor","11.75","Operational delivery"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Auditor","18605","34868","Auditor","2.80","Operational delivery"
