Body,Body Name,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,BVACOP,Extended Description
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019539,24,427.50,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019539,24,57.00,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019539,24,104.50,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019540,23,388.05,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019540,23,208.95,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019540,23,63.00,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019540,23,129.35,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019540,23,19.90,VANESSA HALLAM,517933,Business Development Officer,Uniforms,40102,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019541,OLSI/54664,545.30,STOWLIN LTD,16845,Horncastle Pool Manager,Chemicals,40031,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019543,111284,4776.28,THE WORKSHOP (WISBECH) LIMITED,530392,Service Development Manager,Agency Costs,11020,OC Other Cleaning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019544,111258,5383.67,THE WORKSHOP (WISBECH) LIMITED,530392,Service Development Manager,Agency Costs,11020,OC Other Cleaning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019547,PS 21437,7109.42,COMPETITION LINE (UK) LTD,4718,Health Team Leader,Competition Line - Horncastle,50822,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019548,91927,3082.85,BRS ENVIRONMENTAL LTD,533386,Business Development Manager,Waste Disposal (GM Tipping) Charge,20166,Countryside Management & Rec., 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019552,91796099,6513.75,SECTOR TREASURY SERVICES LTD,463087,Corporate Accounting,Consultants Fees,40304,Treasury Management & Bank chg, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019555,90605472,27263.35,LINCOLNSHIRE COUNTY COUNCIL,288042,Shared Legal Services,Contributions to LCC Shared Services,60296,Chief Executive's, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019555,90605472,2649.90,LINCOLNSHIRE COUNTY COUNCIL,288042,Shared Legal Services,Contributions to LCC Shared Services,60296,Chief Executive's, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019556,7111395,92242.16,NORTH EAST LINCOLNSHIRE COUNCIL,501127,Building Control,Expenditure,99990,Non Service Issues, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019557,7111396,84953.07,NORTH EAST LINCOLNSHIRE COUNCIL,501127,Building Control,Expenditure,99990,Non Service Issues, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019558,22334,1830.00,EMQC LTD,421854,Building Control,Consultants Fees,40304,Building Control, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019567,9937,1400.00,S G BAKER LTD,537078,Environment Team Leader,Equipment Purchase,40003,Emergency Planning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019569,PS 21436,4938.31,COMPETITION LINE (UK) LTD,4718,Health Team Leader,Competition Line - Embassy,50823,Indoor Sports & Recreation, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019570,111-012521,450.00,PAPERWORK UK LTD,208747,Enforcement Team Leader,Provision of Tickets General,40207,Off-street Parking, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019572,63666,441.89,LAWNMOWER SERVICE (LINCOLN) LTD,10566,Service Development Manager,Minor Repairs & Maintenance,30102,GM Contract No.2, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019573,56979,803.00,CROMWELL POLYTHENE LTD,515728,Service Development Manager,Domestic Refuse Sacks,40023,OC Other Cleaning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019576,40488,460.00,SID DENNIS & SONS LTD,5720,Service Development Manager,Skip Hire,40314,OC Other Cleaning, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019577,4556,850.08,TSS EVENTS,507163,Cultural & Related Services,Equipment Purchase,40003,Sports Development, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019578,5567,3153.55,APR AGENCY,485939,Waste Services Manager,Agency Costs,11020,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CICP019581,INV205338,529.60,STAFFORCE RECRUITMENT,462062,Waste Services Manager,Agency Costs,11020,Household Waste-Collection, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CIHE000899,2641,3000.00,PREMIER STAGE PRODUCTIONS LTD,514619,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
http://statistics.data.gov.uk/id/local-authority/32UC,East Lindsey District Council,01/09/2010,CIHE000900,659,3840.59,MAD ABOUT PRODUCTIONS LTD,421896,Theatre Manager,Performers Fees,40613,Theatres/Public Entertainment, 
