Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Culture Media and Sport,The Royal Parks,12/08/2010, Gate Locking Contract, Greenwich Park,Turfsoil Limited,PNPOIN/00000869,432.00
Department for Culture Media and Sport,The Royal Parks,12/08/2010, Grounds Maintenance Contract, Greenwich Park,Turfsoil Limited,PNPOIN/00000869,50634.33
Department for Culture Media and Sport,The Royal Parks,13/08/2010, Grounds Maintenance Contract, Better Buildings,Connaught Environmental Ltd,PNPOIN/00000969,3620.67
Department for Culture Media and Sport,The Royal Parks,13/08/2010, Grounds Maintenance Contract, Richmond Park,Connaught Environmental Ltd,PNPOIN/00000969,65142.50
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Variable Reactive Works, Estate Management,Taylor Woodrow Constuction Ltd,PNPOCR/0000068,-23060.27
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, Bushy Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, Greenwich Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, Hyde Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, Kensington Gardens,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, Regents Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, Richmond Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Fixed Elective Works Fee, St James'S Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,6286.15
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Project Charges, Accommodation,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,332.76
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Project Charges, Bushy Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,10209.91
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Project Charges, Estate Management,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,7567.34
Department for Culture Media and Sport,The Royal Parks,16/08/2010, Works MC - Project Charges, Hyde Park,Taylor Woodrow Constuction Ltd,PNPOIN/00000959,27630.24
