Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,Warrington PCT,04/04/2011,Independent Sector,Abbey Court,ALTERNATIVE FUTURES GROUP,12698472,"115,115.24"
Department of Health,Warrington PCT,04/04/2011,Independent Sector,Abbey Court,ALTERNATIVE FUTURES GROUP,12698475,"115,115.24"
Department of Health,Warrington PCT,21/04/2011,Independent Sector,Abbey Court,ALTERNATIVE FUTURES GROUP,12873151,"115,115.24"
Department of Health,Warrington PCT,04/04/2011,Other Public Sector,Acquired Brain Injury,WARRINGTON BOROUGH COUNCIL,12687774,"3,200.00"
Department of Health,Warrington PCT,11/04/2011,Other Public Sector,Acquired Brain Injury,WARRINGTON BOROUGH COUNCIL,12765566,"3,264.86"
Department of Health,Warrington PCT,14/04/2011,Assets Under Construction Additions,Balance Sheet,ADDLESHAW GODDARD,12832126,"40,593.30"
Department of Health,Warrington PCT,14/04/2011,Assets Under Construction Additions,Balance Sheet,ADDLESHAW GODDARD,12832134,"47,072.96"
Department of Health,Warrington PCT,07/04/2011,Other Equity Additions,Balance Sheet,ADDLESHAWS CLIENT ACCOUNT,12799711,"39,050.00"
Department of Health,Warrington PCT,27/04/2011,Plant & Machinery Additions,Balance Sheet,ALL SEASONS CONSTRUCTION LTD,12729191,"102,234.00"
Department of Health,Warrington PCT,07/04/2011,Plant & Machinery Additions,Balance Sheet,CHARTER CONSTRUCTION SERVICES LTD,12765494,"32,752.80"
Department of Health,Warrington PCT,07/04/2011,Prepayments - Current,Balance Sheet,ADDLESHAWS CLIENT ACCOUNT,12799711,"-39,050.00"
Department of Health,Warrington PCT,15/04/2011,Other Public Sector,Bed Watch & Escorts,HM PRISON SERVICE,12823768,"32,797.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received NHS Trust,Cardiac Network,EAST CHESHIRE NHS TRUST,12757733,"40,000.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received NHS Trust,Cardiac Network,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,12757695,"32,000.00"
Department of Health,Warrington PCT,21/04/2011,Healthcare Services Received Foundation Trsts,Cardiac Network,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,12865706,"30,414.00"
Department of Health,Warrington PCT,15/04/2011,Miscellaneous Expenditure,Cardiac Network,WARRINGTON & HALTON HOSPITALS NHS FOUNDATION TRUST,12757735,"30,000.00"
Department of Health,Warrington PCT,21/04/2011,Rent,"Child Development Centre, Sandy Lane - M Campbell",PARTNERS 4 LIFT F4 LTD,12873115,"32,427.21"
Department of Health,Warrington PCT,21/04/2011,Other Public Sector,Continuing Care - Other,WARRINGTON BOROUGH COUNCIL,12873111,"50,000.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received Foundation Trsts,Contracts - 5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,12832040,"1,390,349.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received Foundation Trsts,Contracts - AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12765350,"122,793.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received Foundation Trsts,Contracts - AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12807348,"136,892.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received Foundation Trsts,Contracts - AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12823899,"122,793.00"
Department of Health,Warrington PCT,04/04/2011,Healthcare Services Received Foundation Trsts,Contracts - CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,12717068,"231,461.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received Foundation Trsts,Contracts - CHRISTIE HOSPITAL NHS FOUNDATION TRUST,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,12799993,"33,580.00"
Department of Health,Warrington PCT,15/04/2011,Healthcare Services Received Foundation Trsts,Contracts - CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12832101,"88,635.00"
Department of Health,Warrington PCT,04/04/2011,Healthcare Services Received NHS Trust,Contracts - ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,12717116,"113,398.00"
