Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,20/02/2018,Hard FM Services,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100082707,"23,224.37",Facilities Management - Hard FM costs at Glasgow Cotton House Glasgow (November 2017),S81 7QF,,,,
HMRC,HMRC,20/02/2018,Mgmt development,Information Management Services,NORTHUMBRIA UNIVERSITY,5100082725,"32,500.00",Mgmt development,NE1 8ST,,,,
HMRC,HMRC,20/02/2018,Maj AW struc non-VAT,Change Portfolio,SHAYLOR GROUP PLC,5100082726,"40,340.86",Maj AW struc non-VAT,WS9 8BX,,,,
HMRC,HMRC,20/02/2018,Contingnt Labr IT,Digital,AMBERLIGHT PARTNERS LTD,5100082745,"24,508.10",Contingnt Labr IT,WC1N 1NN,,,,
HMRC,HMRC,20/02/2018,Temp clerical/admin,Commercial Directorate,BUYINGTEAM LTD t/a Proxima,5100082753,"76,934.00",Expenditure relates to the provision of services by the Commercial Delivery Team - 'BuyingTeam Ltd trading as Proxima' during the month of January 2018.,EC2V 6DN,,,,
HMRC,HMRC,20/02/2018,Employee education,CS Director General,PREMIER PEOPLE SOLUTIONS LTD,5100082763,"146,250.00",Employee education,DN4 5NL,,,,
HMRC,HMRC,20/02/2018,Contingnt Labr IT,Information Management Services,EQUAL EXPERTS UK LTD,5100082775,"214,237.50",EE contractors,WC1H 9BB,,,,
HMRC,HMRC,20/02/2018,Proprietry sys maint,Change Portfolio,Department for Work and Pensions,5100082778,"64,304.50",Proprietry sys maint,FY5 3TA,,,,
HMRC,HMRC,20/02/2018,Dept books Non Stock,HR,COMMUNISIS UK LTD,5100082798,"32,989.38",Print Costs for Departmental Tax Learning Manuals,NE12 8EW,,,,
HMRC,HMRC,20/02/2018,Bus Int consultancy,Risk & Intelligence,PA CONSULTING GROUP,5100082826,22650,Bus Int consultancy,SW1E 5DN,,,,
HMRC,HMRC,20/02/2018,Counsel fees - Litig,Solicitors Office,TIM MORSHEAD,5100082830,"41,625.00",Counsel fees - Litig,EC4A 2HG,,,,
HMRC,HMRC,21/02/2018,Landlord's Service Charge,Estates,LAMBERT SMITH HAMPTON GROUP LTD,1700041617,"-181,115.23",Landlord's Service Charge correction for  Souhampton Compass House (1/4/16 - 31/3/17),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Rent,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100059209,"1,089.60",Quarterly rent for Southampton Compass House (25/12/17 - 24/3/18),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Landlord Charges,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100059209,"1,273.02",Quarterly Landlord's Service Charge for Southampton Compass House (25/12/17 - 24/3/18),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Rent,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100059209,107870.4,Quarterly rent for Southampton Compass House (25/12/17 - 24/3/18),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Landlord Charges,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100059209,"126,029.23",Quarterly Landlord's Service Charge for Southampton Compass House (25/12/17 - 24/3/18),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100082086,"39,239.40",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,21/02/2018,Landlord Charges,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100082852,306.08,Landlord's Service Charge correction for  Souhampton Compass House (1/4/16 - 31/3/17),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Landlord Charges,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100082852,"30,302.18",Landlord's Service Charge correction for  Souhampton Compass House (1/4/16 - 31/3/17),W1D 1NN,,,,
HMRC,HMRC,21/02/2018,Legal Service Sol's,Solicitors Office,THE SCOTLAND OFFICE,5100082936,"63,599.66",Legal Service Sol's,EH3 7HW,,,,
HMRC,HMRC,21/02/2018,Haulage Seized Goods,Fraud Investigation Service,TNT UK LTD,5100082993,"100,015.40",Courier Services,BL8 9AR,,,,
HMRC,HMRC,21/02/2018,Haulage Seized Goods,Fraud Investigation Service,TNT UK LTD,5100082996,"70,435.00",Courier Services,BL8 9AR,,,,
HMRC,HMRC,21/02/2018,Rent,Estates,COLLIERS INT PROPERTY  CONSULT LTD,5100083002,"40,950.00",Quarterly Rent for Salford Trinity Bridge House (25/3/18 - 23/6/18),W1U 7GA,,,,
HMRC,HMRC,21/02/2018,Rent,Estates,COLLIERS INT PROPERTY  CONSULT LTD,5100083002,"778,050.00",Quarterly Rent for Salford Trinity Bridge House (25/3/18 - 23/6/18),W1U 7GA,,,,
HMRC,HMRC,21/02/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100083019,"136,906.73",Data input or prep,EC4N 1SP,,,,
HMRC,HMRC,21/02/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100083020,"21,835.44",Data input or prep,EC4N 1SP,,,,
HMRC,HMRC,21/02/2018,IT Contractors CDIO,Information Management Services,FINYX CONSULTING LTD,5100083029,"85,968.00",IT Contractors CDIO,BR2 0JN,,,,
HMRC,HMRC,21/02/2018,Hardware maintenance,Information Management Services,SKYSCAPE CLOUD SERVICES LTD,5100083031,"69,383.28",UK Cloud Storage,SN13 0RP,,,,
HMRC,HMRC,21/02/2018,IT consultancy,Change Portfolio,IFF RESEARCH LTD,5100083074,"26,933.00",IT consultancy,N1 6DD,,,,
HMRC,HMRC,22/02/2018,IT Contractors CDIO,Information Management Services,FINYX CONSULTING LTD,5100083146,"33,791.52",IT Contractors CDIO,BR2 0JN,,,,
HMRC,HMRC,22/02/2018,IT Contractors CDIO,Information Management Services,FINYX CONSULTING LTD,5100083148,28948.74,IT Contractors CDIO,BR2 0JN,,,,
HMRC,HMRC,22/02/2018,Contingnt Labr IT,Digital,EQUAL EXPERTS UK LTD,5100083169,"1,578,501.25",Contingnt Labr IT,WC1H 9BB,,,,
HMRC,HMRC,22/02/2018,Govt dept services,Change Portfolio,NATIONAL SAVINGS & INVESTMENTS,5100083195,2341449.7,Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,22/02/2018,Haulage Seized Goods,Fraud Investigation Service,TNT UK LTD,5100083309,"160,763.66",Courier Services,BL8 9AR,,,,
HMRC,HMRC,22/02/2018,Legal Service Expert,Solicitors Office,RBB ECONOMICS LLP,5100083324,"30,162.50",Legal Service Expert,EC2M 3TY,,,,
HMRC,HMRC,22/02/2018,Min AW non-struc VAT,Estates,MAPELEY STEPS CONTRACTOR LTD COMPO,5100083328,"28,284.23",Minor new works to rectify Health & Safety issues at Belfast Carne House,WD17 1HN,,,,
HMRC,HMRC,22/02/2018,WAN maint or supp,Change Portfolio,FUJITSU SERVICES LTD,5100083329,"131,735.02",WAN maint or supp,W1U 3BW,,,,
HMRC,HMRC,22/02/2018,Security services,Estates,MAPELEY STEPS CONTRACTOR LTD COMPO,5100083331,"32,530.01",Extra Guarding required at Worthing IRO Durrington  (24/7/17 - 3/11/17),WD17 1HN,,,,
HMRC,HMRC,22/02/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100083334,"604,327.02",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,22/02/2018,IT Contractors CDIO,Information Management Services,FINYX CONSULTING LTD,5100083353,"52,667.58",IT Contractors CDIO,BR2 0JN,,,,
HMRC,HMRC,22/02/2018,Legal Solicitors fee,Solicitors Office,PINSENT MASONS SOLICITORS,5100083385,"24,488.00",Legal Solicitors fee,EC2A 4ES,,,,
HMRC,HMRC,22/02/2018,Govt dept services,CSIR,Ministry of Defence,5100083390,-44.45,Govt dept services,L2 3YL,,,,
HMRC,HMRC,22/02/2018,Govt dept services,CSIR,Ministry of Defence,5100083390,"37,283.12",Govt dept services,L2 3YL,,,,
HMRC,HMRC,22/02/2018,Data input or prep,Information Management Services,EDM GROUP LTD,5100083434,"111,592.49",Data input or prep,EC4N 1SP,,,,
HMRC,HMRC,22/02/2018,Legal Service Sol's,Solicitors Office,GOVERNMENT LEGAL DEPARTMENT,5100083436,"112,414.04",Legal Service Sol's,WC2B 4TS,,,,
HMRC,HMRC,22/02/2018,100 PS Service Charg,Estates,EXCHEQUER PARTNERSHIP No2 PLC,5100084106,"79,909.69",Monthly charge for fully serviced accommodation at London 100 Parliament Street (February 2018 - Charge split over two Cost Centres),M1 4HB,,,,
HMRC,HMRC,22/02/2018,100 PS Service Charg,Estates,EXCHEQUER PARTNERSHIP No2 PLC,5100084106,1917832.5,Monthly charge for fully serviced accommodation at London 100 Parliament Street (February 2018 - Charge split over two Cost Centres),M1 4HB,,,,
HMRC,HMRC,23/02/2018,Govt dept services,Change Portfolio,NATIONAL SAVINGS & INVESTMENTS,5100083442,-1.00,Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,23/02/2018,Govt dept services,Change Portfolio,NATIONAL SAVINGS & INVESTMENTS,5100083442,"915,567.61",Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,23/02/2018,Court Fees,Debt Management,THE INSOLVENCY SERVICE,5100084094,"307,410.00",Court Fees,B4 6FD,,,,
HMRC,HMRC,23/02/2018,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100084200,"36,853.49",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,23/02/2018,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN AND COMMONWEALTH OFFICE,5100084201,"36,070.52",Costs for officers stationed abroad,MK10 1PX,,,,
HMRC,HMRC,23/02/2018,Desktop Managed Serv,Information Management Services,HP Inc,5100084204,"100,980.06",MPS Legacy work,RG12 IHN,,,,
HMRC,HMRC,26/02/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900526669,"5,728.00",Employee Training,DL1 9HN,,,,
HMRC,HMRC,26/02/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900526669,"8,376.32",Employee Training,DL1 9HN,,,,
HMRC,HMRC,26/02/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900526669,"9,146.34",Employee Training,DL1 9HN,,,,
HMRC,HMRC,26/02/2018,Cabinets,Change Portfolio,SENATOR INTERNATIONAL LTD,5100080462,592.54,Cabinets,BB5 5YE,,,,
HMRC,HMRC,26/02/2018,Desks,Change Portfolio,SENATOR INTERNATIONAL LTD,5100080462,"4,176.77",Desks,BB5 5YE,,,,
HMRC,HMRC,26/02/2018,Chairs,Change Portfolio,SENATOR INTERNATIONAL LTD,5100080462,"8,373.46",Chairs,BB5 5YE,,,,
HMRC,HMRC,26/02/2018,Lockers,Change Portfolio,SENATOR INTERNATIONAL LTD,5100080462,"17,967.35",Lockers,BB5 5YE,,,,
HMRC,HMRC,26/02/2018,Min AW non-struc VAT,Change Portfolio,MAPELEY STEPS CONTRACTOR LTD,5100084364,"24,089.67",Min AW non-struc VAT,WD17 1HN,,,,
HMRC,HMRC,26/02/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100084367,"3,172,656.31",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract (February 2018),WD17 1HN,,,,
HMRC,HMRC,26/02/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100084367,"10,046,745.01",Monthly charge for fully serviced accommodation across the UK under the Mapeley STEPS Private Finance Initiative contract (February 2018),WD17 1HN,,,,
HMRC,HMRC,26/02/2018,STEPS FUP,Estates,MAPELEY STEPS CONTRACTOR LTD,5100084369,"-58,745.54",PFI Unitary Charge deduction due to vacation of Wimbledon 1 Francis Grove and Staines Heliting House,WD17 1HN,,,,
HMRC,HMRC,26/02/2018,Maintenance fees,Change Portfolio,SPECIALIST COMPUTER CTR,5100084417,"37,025.60",Maintenance fees,B11 2LE,,,,
HMRC,HMRC,26/02/2018,Gov Bank Serv Charge,Corporate Finance,POST OFFICE LTD,5100084422,"304,645.08",Gov Bank Serv Charge,PE4 5PG,,,,
HMRC,HMRC,26/02/2018,Min AW non-struc VAT,Estates,MAPELEY STEPS CONTRACTOR LTD,5100084428,"29,826.69",Project works at Southend Alexander House,WD17 1HN,,,,
HMRC,HMRC,26/02/2018,Min AW non-struc VAT,Estates,MAPELEY STEPS CONTRACTOR LTD,5100084430,"22,471.39",Project works at London Custom House Annexe,WD17 1HN,,,,
HMRC,HMRC,27/02/2018,Project Development,Information Management Services,AMAZON WEB SERVICES,1900504189,703284.34,AWS G Cloud Deployment Program - Project Development,98109-5210,,,,
HMRC,HMRC,27/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536873,"703,284.34",Amazon Web Services prepayment,98109-5210,,,,
HMRC,HMRC,27/02/2018,Cross Government Ser,HR,CABINET OFFICE,5100082058,"51,772.41",Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,27/02/2018,Desktop Managed Serv,Change Portfolio,FUJITSU SERVICES LTD,5100082070,48922,Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,27/02/2018,Desktop Managed Serv,Change Portfolio,FUJITSU SERVICES LTD,5100082072,"91,792.34",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,27/02/2018,Next Day Del. Closed,Operational Excellence & Output Mgmt,TNT UK LTD,5100084611,"252,855.27",Courier Services,BL0 9AR,,,,
HMRC,HMRC,27/02/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100084658,"44,130.95",Mail and Fulfilment,NE12 8EW,,,,
HMRC,HMRC,27/02/2018,Employee education,HR,PREMIER PEOPLE SOLUTIONS LTD,5100084663,"35,800.00",Employee education,DN4 5NL,,,,
HMRC,HMRC,27/02/2018,Research (VAT rec),Change Portfolio,IPSOS MORI UK LTD,5100084728,"25,877.20",Research ,SE1 1PY,,,,
HMRC,HMRC,27/02/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100084815,"160,111.93",ATOS Variable Print & PIN Charge D Ops Feb-18,WV10 6UH,,,,
HMRC,HMRC,27/02/2018,Proprietry sys maint,Information Management Services,ATOS IT SERVICES UK LTD,5100084816,"29,640.80",ATOS Charge for ENG Changes D Ops Feb-18,WV10 6UH,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536957,57197.7,Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536959,"399,114.45",Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536961,"35,065.17",Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536967,"144,643.84",Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536969,"88,153.89",Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536971,"404,880.56",Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,System Maintenance,Information Management Services,AMAZON WEB SERVICES,1900536973,"28,999.14",Datacentred hosting,98124-8423,,,,
HMRC,HMRC,28/02/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100084916,"1,134,320.12",Mail and Fulfilment,NE12 8EW,,,,
HMRC,HMRC,28/02/2018,Haulage Seized Goods,Individuals & Small Business Compliance,KUEHNE & NAGEL LTD,5100085062,"401,470.00",Haulage Seized Goods,UB11 1FG,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
