Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department of Health,Sheffield PCT,11/05/2010,CAPITAL,CAPITAL PROGRAMME,COMMUNITY 1ST SHEFFIELD LTD,0000169977,"142,257.27"
Department of Health,Sheffield PCT,11/05/2010,CAPITAL,CAPITAL PROGRAMME,COMMUNITY 1ST SHEFFIELD LTD,0000169981,"199,337.59"
Department of Health,Sheffield PCT,11/05/2010,CAPITAL,CAPITAL PROGRAMME,COMMUNITY 1ST SHEFFIELD LTD,0000169980,"273,004.22"
Department of Health,Sheffield PCT,11/05/2010,CAPITAL,CAPITAL PROGRAMME,COMMUNITY 1ST SHEFFIELD LTD,0000170537,"289,410.74"
Department of Health,Sheffield PCT,11/05/2010,CAPITAL,CAPITAL PROGRAMME,COMMUNITY 1ST SHEFFIELD LTD,0000169979,"289,411.91"
Department of Health,Sheffield PCT,11/05/2010,CAPITAL,CAPITAL PROGRAMME,COMMUNITY 1ST SHEFFIELD LTD,0000170536,"-289,411.91"
Department of Health,Sheffield PCT,27/05/2010,CAPITAL,CAPITAL PROGRAMME,T H MICHAELS (CONSTRUCTION) LTD,0000173640,"25,591.44"
Department of Health,Sheffield PCT,13/05/2010,TELEPHONE SERVICES,CORPORATE SERVICES,BRITISH TELECOMMUNICATIONS LTD,0000173085,"31,889.23"
Department of Health,Sheffield PCT,14/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,BARNSLEY HOSPITAL FT,0060000514,"136,466.00"
Department of Health,Sheffield PCT,14/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,CHESTERFIELD ROYAL HOSPT,0060000514,"255,505.00"
Department of Health,Sheffield PCT,14/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,ROTHERHAM FOUNDATION TRUST,0060000514,"513,321.00"
Department of Health,Sheffield PCT,11/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,SHEFF CHILDREN'S HOSP NHS TRUST,0000168049,"80,829.00"
Department of Health,Sheffield PCT,11/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,SHEFF CHILDREN'S HOSP NHS TRUST,0000171237,"-80,829.00"
Department of Health,Sheffield PCT,14/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,SHEFFIELD CARE TRUST,0060000514,"5,853,930.00"
Department of Health,Sheffield PCT,14/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,SHEFFIELD CHILDREN'S FT,0060000514,"3,746,255.00"
Department of Health,Sheffield PCT,14/05/2010,FOUNDATION TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,SHEFFIELD TEACHING HOSPITAL,0060000514,"26,193,042.00"
Department of Health,Sheffield PCT,06/05/2010,NHS TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,BARNSLEY PRIMARY CARE TRUST,0000165332,"93,650.06"
Department of Health,Sheffield PCT,06/05/2010,NHS TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,BARNSLEY PRIMARY CARE TRUST,0000168253,"-93,650.06"
Department of Health,Sheffield PCT,14/05/2010,NHS TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,LEEDS TEACHING HOSPITAL,0060000514,"68,944.00"
Department of Health,Sheffield PCT,14/05/2010,NHS TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,LEICESTER UNIVERSITY HOSPITALS,0060000514,"67,197.00"
Department of Health,Sheffield PCT,14/05/2010,NHS TRUST HEALTHCARE,HEALTHCARE PROCUREMENT,NOTTINGHAM UNIVERSITY HOSPITAL,0060000514,"33,756.00"
