Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
The Serious Fraud Office,The Serious Fraud Office,01/04/2010,Intang - Development Cost,Information Systems & Technology,Autonomy Systems Limited,173102,"1,368,490.80 "
The Serious Fraud Office,The Serious Fraud Office,13/04/2010,Consultants - It,Information Systems & Technology,Specialist Computer Centres Plc,172945,"51,764.72 "
The Serious Fraud Office,The Serious Fraud Office,13/04/2010,Fees To Counsel - Leading,Individual & Investment,Mr Timothy Barnes Qc,173130,"27,900.00 "
The Serious Fraud Office,The Serious Fraud Office,13/04/2010,Outside Accountants - Manager,Linked Cases ,Mazars Llp,172857,"40,452.00 "

,,,,,,,


,,,,,,,

,,,,,,,
