Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,01/10/2015,Travel Service Booking Fees,Tax Professionalism & Assurance,CALDER CONFERENCES LTD,1900241720,1.20,Tax Specialist Programme Induction Event provided for new graduate recruits to HMRC,LS16 6RF,,,,
HMRC,HMRC,01/10/2015,Government Procurement Service (GPS) Fees,Tax Professionalism & Assurance,CALDER CONFERENCES LTD,1900241720,245.98,Tax Specialist Programme Induction Event provided for new graduate recruits to HMRC,LS16 6RF,,,,
HMRC,HMRC,01/10/2015,Conferences,Tax Professionalism & Assurance,CALDER CONFERENCES LTD,1900241720,"2,247.55",Tax Specialist Programme Induction Event provided for new graduate recruits to HMRC,LS16 6RF,,,,
HMRC,HMRC,01/10/2015,Conferences,Tax Professionalism & Assurance,CALDER CONFERENCES LTD,1900241720,"46,501.80",Tax Specialist Programme Induction Event provided for new graduate recruits to HMRC,LS16 6RF,,,,
HMRC,HMRC,01/10/2015,Software coding,Information Management Services,CAPITA BUSINESS SERVICES LTD,5100049082,"13,801.39",Government Gateway - Contractor days,DL1 9HN,,,,
HMRC,HMRC,01/10/2015,Software coding,Information Management Services,CAPITA BUSINESS SERVICES LTD,5100049082,"13,905.36",Government Gateway - Contractor days,DL1 9HN,,,,
HMRC,HMRC,01/10/2015,Gov Bank Serv Charge,Corporate Finance,PRICEWATERHOUSECOOPERS LLP,5100049167,"62,998.57",Banking security accreditation,WC2N 6RH,,,,
HMRC,HMRC,01/10/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100049187,"55,686.30",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,02/10/2015,OGD costs,Estates & Support Services,THE SCOTTISH POLICE,5100049387,"1,210.01",Standard Landlord Service Charge payable to the Landlord,G2 2AF,,,,
HMRC,HMRC,02/10/2015,OGD costs,Estates & Support Services,THE SCOTTISH POLICE,5100049387,"119,791.24",Standard Landlord Service Charge payable to the Landlord,G2 2AF,,,,
HMRC,HMRC,02/10/2015,Rent,Estates & Support Services,KIER PROPERTY DEVELOPMENTS LTD,5100049466,"2,397.12",Rental payment payable to the Landlord,SG19 2BD,,,,
HMRC,HMRC,02/10/2015,Rent,Estates & Support Services,KIER PROPERTY DEVELOPMENTS LTD,5100049466,"106,562.88",Rental payment payable to the Landlord,SG19 2BD,,,,
HMRC,HMRC,05/10/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900242586,"35,986.55",Employee Training,DL1 9HN,,,,
HMRC,HMRC,05/10/2015,Govt dept services,Specialist PT,MINISTRY OF JUSTICE,5100049542,"42,854.00",Qtr invoice for E&W - official solicitor re Child Trust Fund ,SW1E 6QW,,,,
HMRC,HMRC,05/10/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100050212,366.17,Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,05/10/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100050212,"38,814.19",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,05/10/2015,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100050263,"584,707.46",Fujitsu Invoice charges for Tech Refresh for the Customs Handling Inward Export Freight systems,W1U 3BW,,,,
HMRC,HMRC,05/10/2015,Nat Pst Del Ser(VAT),PT Director,ROYAL MAIL,5100050435,587.00,These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director,PE4 5BR,,,,
HMRC,HMRC,05/10/2015,Nat Pst Del Ser(VAT),PT Director,ROYAL MAIL,5100050435,"54,467.24",These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director,PE4 5BR,,,,
HMRC,HMRC,05/10/2015,Nat Pst Del Ser(VAT),PT Director,ROYAL MAIL,5100050435,"434,693.39",These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director,PE4 5BR,,,,
HMRC,HMRC,05/10/2015,Nat Pst Del Ser(VAT),PT Director,UK MAIL,5100050440,"71,008.70",These are postal charges following the Ex-com decision to move all HMRC Output Management costs into PT Director,SL1 4LZ,,,,
HMRC,HMRC,05/10/2015,Diesel fuel,Criminal Investigations,ALLSTAR BUSINESS SOLUTIONS LTD,5100050511,"38,349.30",Vehicle Fleet Services,SN5 6PS,,,,
HMRC,HMRC,05/10/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100050539,"146,225.95",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,
HMRC,HMRC,05/10/2015,Samplng & Analytical,Specialist Investigations (SI),LGC LTD,5100050584,"144,066.14",Sampling & Analytical Services,TW11 0LY,,,,
HMRC,HMRC,06/10/2015,Dept books Non Stock,Tax Professionalism & Assurance,WILLIAMS LEA LTD,5100050627,"43,215.97",Printing materials for Tax Professional Learning Courses,WF6 1TN,,,,
HMRC,HMRC,06/10/2015,Security printing,Indirect Tax Directorate,WILLIAMS LEA LTD,5100050629,"32,557.66",Provide support for the UK Duty Stamps Scheme,WF6 1TN,,,,
HMRC,HMRC,06/10/2015,Prof membership,PT Operations,INSTITUTE OF CUSTOMER SERVICE,5100050725,"39,600.00",Pre payment of 3 Year membership ,CO1 1EW,,,,
HMRC,HMRC,06/10/2015,Landlord Charges,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100050740,"3,143.94",Standard Landlord Service Charge payable to the Landlord,G2 2ND,,,,
HMRC,HMRC,06/10/2015,Rent,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100050740,"6,179.30",Monthly rent payment payable to the Landlord,G2 2ND,,,,
HMRC,HMRC,06/10/2015,Landlord Charges,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100050740,"105,267.66",Standard Landlord Service Charge payable to the Landlord,G2 2ND,,,,
HMRC,HMRC,06/10/2015,Rent,Estates & Support Services,CUSHMAN & WAKEFIELD LLP,5100050740,"206,900.20",Monthly rent payment payable to the Landlord,G2 2ND,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,31.65,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,87.41,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,102.64,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,166.17,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,458.88,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,538.84,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,869.65,Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"2,117.31",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"3,124.64",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"3,436.54",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"4,565.69",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"7,522.09",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"7,589.12",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"11,115.88",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"11,391.72",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Oil,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"16,404.37",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"18,041.81",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"18,137.38",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"27,883.21",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"39,490.92",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"39,842.86",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"59,806.58",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Gas,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"95,221.27",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Water,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"146,386.88",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"282,328.32",Utility payment,WD17 1HN,,,,
HMRC,HMRC,06/10/2015,Electricity,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100050820,"1,482,223.69",Utility payment,WD17 1HN,,,,
HMRC,HMRC,07/10/2015,Landlord Charges,Estates & Support Services,FASSET BUSINESS & PROPERTY,5100050829,"4,427.14",Standard Landlord Service Charge payable to the Landlord,PO9 1SA,,,,
HMRC,HMRC,07/10/2015,Landlord Charges,Estates & Support Services,FASSET BUSINESS & PROPERTY,5100050829,"196,806.11",Standard Landlord Service Charge payable to the Landlord,PO9 1SA,,,,
