Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number
DCMS,ODA,01-Jun-2011,Tier 1 Contractors,Stratford City Development,Stratford City Developments Limited,57836,1388579.00,1
DCMS,ODA,01-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Stratford City Developments Limited,57836,277715.80,2
DCMS,ODA,01-Jun-2011,Tier 1 Contractors,Stratford City Development,Stratford City Developments Limited,57836,-1388579.00,3
DCMS,ODA,01-Jun-2011,Tier 1 Contractors,Stratford City Development,Stratford City Developments Limited,57836,1388579.00,4
DCMS,ODA,01-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Stratford City Developments Limited,57836,-277715.80,6
DCMS,ODA,06-Jun-2011,Consultants,Enabling Works ATKINS work streams close out,Atkins Limited,56924,45411.30,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,56924,9082.26,2
DCMS,ODA,06-Jun-2011,Other Professional Fees,Travel Demand Management,M&C SAATCHI (UK) Limited,57039,59350.00,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,M&C SAATCHI (UK) Limited,57039,11870.00,2
DCMS,ODA,06-Jun-2011,Supervisor,Aquatics - Supervisor,ME Engineering Ltd,57388,21005.00,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ME Engineering Ltd,57388,4201.00,2
DCMS,ODA,06-Jun-2011,Supervisor,Aquatics - Supervisor,Sport Concepts Design Ltd,57497,36260.00,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,57497,7252.00,2
DCMS,ODA,06-Jun-2011,Consultants,SBH SP CDM Co-Ordinator South Park post 01/04/07,Ove Arup & Partners Limited,57579,21548.61,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,57579,4309.72,2
DCMS,ODA,06-Jun-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,57591,7701.20,1
DCMS,ODA,06-Jun-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,57591,6584.00,2
DCMS,ODA,06-Jun-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,57591,7355.55,3
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,57591,4328.15,4
DCMS,ODA,06-Jun-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,57670,23675.13,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,57670,4735.03,2
DCMS,ODA,06-Jun-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,57671,885.09,1
DCMS,ODA,06-Jun-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,57671,31353.00,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,57671,6447.62,3
DCMS,ODA,06-Jun-2011,Project Manager,Angel Lane Freight Loop & Plat 10A,Fitzpatrick Contractors Ltd,57694,49939.45,1
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fitzpatrick Contractors Ltd,57694,9987.89,2
DCMS,ODA,06-Jun-2011,Grant Payable,Europa Gymnastics,London Borough of Bexley,57695,171730.74,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57745,66439.67,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57745,4771.12,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57745,954.22,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57746,66439.67,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57746,4771.12,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57746,954.22,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57748,423300.23,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57748,30397.77,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57748,6079.55,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57749,106501.47,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57749,7648.02,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57749,1529.60,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57751,49185.32,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,57751,3532.06,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57751,706.41,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57754,300711.04,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57754,6136.96,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57754,1227.39,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57756,300711.04,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57756,6136.96,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57756,1227.39,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57757,367688.65,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57757,7503.85,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57757,1500.77,4
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57759,367688.65,1
DCMS,ODA,06-Jun-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,57759,7503.85,2
DCMS,ODA,06-Jun-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,57759,1500.77,4
