Title:,"Annual average, highest and lowest mean concentrations of water quality determinands by region: 1980-2011 (Dissolved oxygen), ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year:,1980-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geography:,Great Britain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units:,mq/litre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"EA (Environment Agency), SEPA (Scottish Environment Protection Agency)  - The Harmonised Monitoring Scheme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URL:,http://www.defra.gov.uk/statistics/environment/inland-water/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copyright:,Copyright of data and/or information presented or attached in this document may not reside solely with this Department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Statistic:,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custodian,"Environment Statistics Service, Department for Environment, Food and Rural Affairs, Area 6E Ergon House, 17 Smith Square, London SW1P 3JR, 08459 33 55 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,enviro.statistics@defra.gsi.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release Date:,Nov-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annual Average, highest and lowest mean concentrations - 1980-2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dissolved Oxygen (instantaneous) - mg/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Anglian,Mean,10.65070083,10.65848427,10.69526157,10.40664945,10.49271575,10.41225623,10.56543362,10.14522149,10.3474014,10.0750371,9.938712195,10.12387359,10.21049383,9.827027141,10.67038491,11.92153849,11.29380655,10.63110842,10.37405365,11.22679334,10.69069799,10.98869224,10.4003539,10.68663352,10.00634371,10.36179451,10.36867308,10.02192381,10.30981524,10.41421686,10.46067708,9.979891426
Anglian,Max,11.30652174,11.794,11.50576923,11.22394737,11.036,11.14285714,11.86551724,11.30625,11.05576923,11.94156863,11.33854167,11.71413043,11.55625,11.30479167,11.99088889,14.11956522,13.00391304,12.14956522,11.81,13.46,13.69111111,13.13833333,11.76833333,11.99363636,11.40333333,11.73,12.05916667,11.86166667,11.71384615,12.2475,11.9575,11.76416667
Anglian,Min,9.672352941,9.598333333,9.369375,9.752830189,9.803846154,9.571568627,9.773913043,9.183333333,9.280909091,8.383777778,8.869642857,8.697674419,8.856,8.791304348,9.544285714,10.5072,10.20357143,8.934285714,9.09673913,9.474444444,9.094444444,9.701666667,9.08,8.1625,8.6175,9.2,8.595833333,8.550833333,9.077692308,8.513636364,9.046666667,8.790833333
