Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142645,1500,MBTV (UK) LTD,MBT001,Communities Manager,Advertising,2086,VIDEO PRODUCTION,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142662,3000,METCALFE PLANT & TOOL HIRE LTD,MET002,Communities Manager,NCL Ad-hoc Sports Pitches,1155,EARTHWORKS PENRITH,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142664,6000,METCALFE PLANT & TOOL HIRE LTD,MET002,Communities Manager,NCL Ad-hoc Sports Pitches,1155,EARTHWORKS FRENCHFIELD,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142668,4100,NEW VISION GROUP LTD,NEW013,Communities Manager,Subscriptions & levies,2078,CONTRACT 3520/1 15/16,TOUPRO,Tourism Promotion,02373,Destination Management System
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142674,700,EDEN GRAPHICS LTD,EDE009,Communities Manager,Promotions,2081,A BOARDS APPLEBY MARKET,MARKET,Markets,02161,Markets
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142677,1216,DIXON PRINTING CO LTD,DIX011,Revenue/Benefits Manager,Printing and stationary,2037,EDEN BENEFIT INFO BOOKLET 15/16,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142681,1499.9,CAME & COMPANY,CAM009,Financial Services Manager,Insurance,2085,PENRITH TOWN COUNCIL 25051443CHC,CORPOR,Corporate Costs,01184,Penrith Town Council Rechargeable Costs
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142709,950,REDACTIVE PUBLISHING LIMITED,RED006,Human Resources Manager,Advertising,0050,ONLINE RECRUITMENT,CENTRA,Central Expenses,00208,Staff Recruitment
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142385,8901.25,AMEY PLC,TFE001,Engineering Manager,Planned Maintenance,1016,ROOF REPAIRS,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142386,4214,AMEY PLC,TFE001,Engineering Manager,Planned Maintenance,1016,UPGRADE PARTITION/RE-POSITION OF WATER,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,08/05/2015,142508,1591.35,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Winter Gritting,1100,SALTING/GRITTING MARCH 2015,OFFSTR,Vehicle Parking Off Street,02167,Vehicle parking
