Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Dept of Health,MHRA,06/04/2016,Shared Services,Finance & Procurement,PUBLIC HEALTH ENGLAND,600102472,183000.00,888849628
Dept of Health,MHRA,06/04/2016,Capital Expenditure,Information Management,REDROCK CONSULTING LTD,600102440,43544.21,862247715
Dept of Health,MHRA,06/04/2016,Capital Expenditure,Information Management,INFORMATION MANAGEMENT GROUP LTD,600102442,72000.00,805613449
Dept of Health,MHRA,06/04/2016,Infrastructure Services and Maintenance,Information Management,ACCENTURE,600102482,304455.22,788629066
Dept of Health,MHRA,06/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102678,42737.18,862247715
Dept of Health,MHRA,06/04/2016,"Service, Integration & Management",Information Management,REDROCK CONSULTING LTD,600102687,53728.92,862247715
Dept of Health,MHRA,06/04/2016,Help desk and end user support,Information Management,SELECTION SERVICES LTD,600102796,35835.19,123385037
Dept of Health,MHRA,06/04/2016,Help desk and end user support,Information Management,SELECTION SERVICES LTD,600102797,39650.00,123385037
Dept of Health,MHRA,06/04/2016,Application Services and Maintenance,Information Management,ACCENTURE,600102836,27772.00,788629066
Dept of Health,MHRA,06/04/2016,"Service, Integration & Management",Information Management,REDROCK CONSULTING LTD,600102910,35930.11,862247715
Dept of Health,MHRA,06/04/2016,File Storage,Policy,IRON MOUNTAIN (UK) LTD,600102821,108532.51,607937516
Dept of Health,MHRA,06/04/2016,Research,Vigilance and Risk Management of Medicines,UMCG-SECTOR O&O,600102757,45018.11,
Dept of Health,MHRA,08/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102441,77263.78,862247715
Dept of Health,MHRA,08/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102446,49500.40,862247715
Dept of Health,MHRA,08/04/2016,Capital Expenditure,Information Management,REDROCK CONSULTING LTD,600102808,34666.94,862247715
Dept of Health,MHRA,08/04/2016,Application Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102811,143833.18,862247715
Dept of Health,MHRA,08/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102818,74474.76,862247715
Dept of Health,MHRA,08/04/2016,Application Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102820,91215.98,862247715
Dept of Health,MHRA,08/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102827,43649.47,862247715
Dept of Health,MHRA,08/04/2016,"Service, Integration & Management",Information Management,REDROCK CONSULTING LTD,600102830,65711.24,862247715
Dept of Health,MHRA,08/04/2016,Application Services and Maintenance,Information Management,ACCENTURE,600102835,218150.90,788629066
Dept of Health,MHRA,14/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102726,-42737.18,862247715
Dept of Health,MHRA,14/04/2016,Infrastructure Services and Maintenance,Information Management,REDROCK CONSULTING LTD,600102727,63719.81,862247715
Dept of Health,MHRA,14/04/2016,IT Security,Information Management,REDROCK CONSULTING LTD,600102824,44911.17,862247715
Dept of Health,MHRA,14/04/2016,Help desk and end user support,Information Management,SELECTION SERVICES LTD,600102967,35835.19,123385037
Dept of Health,MHRA,14/04/2016,Third Party IT Contracts,Information Management,ORACLE CORPORATION UK LIMITED,600103014,70976.44,391313073
Dept of Health,MHRA,14/04/2016,UK Rail/Tube/Tram,Clinical Practice Research Datalink,CLARITY TRAVEL MANAGEMENT,600102944,1217.30,197694731
Dept of Health,MHRA,14/04/2016,Training inc T&S,Clinical Practice Research Datalink,CLARITY TRAVEL MANAGEMENT,600102944,3335.64,197694731
Dept of Health,MHRA,14/04/2016,UK Hotel/Accommodation,Communications,CLARITY TRAVEL MANAGEMENT,600102944,54.20,197694731
Dept of Health,MHRA,14/04/2016,UK Rail/Tube/Tram,Communications,CLARITY TRAVEL MANAGEMENT,600102944,671.90,197694731
