Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number,
DCMS,ODA,04-Apr-2011,Consultants,CLM Fees,CLM Delivery Partner Ltd,54032,153717.91,1,
DCMS,ODA,04-Apr-2011,Consultants,CLM Delivery Partner,CLM Delivery Partner Ltd,54032,43219.53,2,
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,54032,39387.49,3,
DCMS,ODA,04-Apr-2011,Grant Payable,Cycling & Walking Capex,Transport For London,54426,1700000.00,1,
DCMS,ODA,04-Apr-2011,Delivery partner - Transport,Transport Coordination Centre Capex,Transport For London,54427,1616155.92,1,
DCMS,ODA,04-Apr-2011,Supervisor,Aquatics - Supervisor,Sport Concepts Design Ltd,54482,21070.00,1,
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,54482,4214.00,2,
DCMS,ODA,04-Apr-2011,Supervisor,Stadium - Supervisor,Sport Concepts Design Ltd,54483,25824.00,1,
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,54483,5164.80,2,
DCMS,ODA,04-Apr-2011,Supervisor,Stadium - Supervisor,Sport Concepts Design Ltd,54483,-25824.00,3,
DCMS,ODA,04-Apr-2011,Supervisor,Stadium - Supervisor,Sport Concepts Design Ltd,54483,25284.00,4,
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,54483,-108.00,5,
DCMS,ODA,04-Apr-2011,Supervisor,Stadium - Supervisor,WSP Development & Transportation,54552,21240.00,1, 
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,WSP Development & Transportation,54552,4248.00,2,
DCMS,ODA,04-Apr-2011,Grant Payable,Sobell Centre,Islington Council,54587,208386.00,1,
DCMS,ODA,04-Apr-2011,Consultants,SI Other Professional Fees,EDAW Limited,54841,22369.74,1
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,54841,4473.95,2
DCMS,ODA,04-Apr-2011,Consultants,Olympic Client Design Advisor,EDAW Limited,54854,68960.00,1
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,54854,13792.00,2
DCMS,ODA,04-Apr-2011,Consultants,EDFE APA Costs,UK Power Networks (Operations) Ltd,54887,36589.56,1
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,UK Power Networks (Operations) Ltd,54887,7317.91,2
DCMS,ODA,04-Apr-2011,Tier 1 Contractors,Powerlines undergrounding,EDF Energy Networks (Operations) Ltd,54888,77170.22,1
DCMS,ODA,04-Apr-2011,Tier 1 Contractors,Powerlines undergrounding,EDF Energy Networks (Operations) Ltd,54888,49748.18,2
DCMS,ODA,04-Apr-2011,Architect,Powerlines undergrounding,EDF Energy Networks (Operations) Ltd,54888,435464.58,3
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDF Energy Networks (Operations) Ltd,54888,112476.60,4
DCMS,ODA,04-Apr-2011,Tier 1 Contractors,Powerlines undergrounding,EDF Energy Networks (Operations) Ltd,54888,16756.92,5
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDF Energy Networks (Operations) Ltd,54888,3351.38,6
DCMS,ODA,04-Apr-2011,Consultants,G&T Cost Management,Gardiner & Theobald,54945,62736.93,1
DCMS,ODA,04-Apr-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Gardiner & Theobald,54945,12547.39,2
DCMS,ODA,04-Apr-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,55057,367688.65,1
