Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,15-Aug-2014,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1301712,"47,337.20"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,15-Aug-2014,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1301712,"9,467.44"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,15-Aug-2014,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1301712,"-9,467.44"
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,ACCESS,15-Aug-2014,CONSULTANT,ACCESS,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,282128,"31,569.00"
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,ACCESS,15-Aug-2014,CONSULTANT,ACCESS,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,282129,"65,943.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OFFICE OF THE CHIEF EXECUTIVE,29-Aug-2014,NATIONAL QC AND ACCREDITATION FEES,OFFICE OF THE CHIEF EXECUTIVE,CARE QUALITY COMMISSION,41890885,"71,750.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Aug-2014,CONTRACT : PREMISES SECURITY,SECURITY / CAR PARKING,CP PLUS LTD,18654/07,"21,968.83"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Aug-2014,CONTRACT : PREMISES SECURITY,SECURITY / CAR PARKING,CP PLUS LTD,18654/07,"4,393.77"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Aug-2014,CONTRACT : PREMISES SECURITY,SECURITY / CAR PARKING,CP PLUS LTD,18654/07,"-4,393.77"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,08-Aug-2014,CONTRACT : PREMISES SECURITY,SECURITY / CAR PARKING,CP PLUS LTD,18654/07,"-4,393.77"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,22-Aug-2014,HEATING OIL,ESTATES,CRAGGS ENERGY LTD,1014411,"21,510.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,22-Aug-2014,HEATING OIL,ESTATES,CRAGGS ENERGY LTD,1014411,"4,302.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1319/1725,"4,725.23"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1319/1725,"18,900.91"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1319/1725,"3,780.18"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1319/1725,945.05
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,22-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1319/1725,-945.05
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"40,468.92"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"47,565.18"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"4,730.84"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"7,096.26"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"26,979.28"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"-47,565.18"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,946.17
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"5,395.86"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,08-Aug-2014,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,DAVRIC CONSTRUCTION PROJECTS LTD,1329/1712,"9,513.04"
